2023 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2024),2023 Passengers (10% sample)
172,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,455,567.25,"13,643"
173,JNU,Juneau International,Juneau,AK,426.39,531.58,"13,577"
174,MOB,Mobile Regional,Mobile,AL,556.96,694.36,"13,559"
175,GJT,Grand Junction Regional,Grand Junction,CO,484.45,603.97,"12,828"
176,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,544.16,678.4,"12,433"
177,MRY,Monterey Regional,Monterey,CA,401.46,500.51,"12,065"
178,MLB,Melbourne Orlando International,Melbourne,FL,409.78,510.87,"11,976"
179,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,544.68,679.05,"11,826"
180,BRO,Brownsville South Padre Island International,Brownsville,TX,507.53,632.74,"11,778"
181,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,143.76,179.23,"11,648"
182,LCK,Rickenbacker International,Columbus,OH,129.7,161.69,"11,358"
183,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,412.32,514.04,"10,980"
184,BFL,Meadows Field,Bakersfield,CA,585.74,730.24,"10,949"
185,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,543.74,677.89,"10,901"
186,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,437.1,544.93,"10,358"
187,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,382.09,476.36,"10,058"
188,GTF,Great Falls International,Great Falls,MT,422.02,526.13,"10,016"
189,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,615.02,766.75,"9,899"
190,DRO,Durango La Plata County,Durango,CO,564.74,704.06,"9,868"
191,PSE,Mercedita,Ponce,PR,249.31,310.82,"9,661"
192,MGM,Montgomery Regional,Montgomery,AL,558.83,696.69,"9,415"
193,RFD,Chicago/Rockford International,Rockford,IL,189.07,235.72,"9,153"
194,EVV,Evansville Regional,Evansville,IN,471.94,588.37,"9,122"
195,MTJ,Montrose Regional,Montrose/Delta,CO,558.88,696.76,"9,103"
196,STX,Henry E. Rohlsen,Christiansted,VI,389.65,485.78,"9,035"
197,MOT,Minot International,Minot,ND,484.59,604.14,"8,945"
198,LRD,Laredo International,Laredo,TX,467.59,582.94,"8,342"
199,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,426.92,532.24,"8,128"
200,ORH,Worcester Regional,Worcester,MA,284.32,354.46,"8,008"
201,SCE,University Park,State College,PA,564.61,703.91,"7,736"
202,DLH,Duluth International,Duluth,MN,518.95,646.98,"7,095"
203,SGU,St George Regional,St. George,UT,413.69,515.75,"6,989"
204,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,616.34,768.39,"6,883"
205,USA,Concord Padgett Regional,Concord,NC,128.2,159.83,"6,546"
206,HDN,Yampa Valley,Hayden,CO,575.11,717,"6,249"
207,LAN,Capital Region International,Lansing,MI,465.22,579.99,"6,241"
208,LNK,Lincoln Airport,Lincoln,NE,493.96,615.82,"6,200"
209,GRK,Robert Gray AAF,Killeen,TX,436.88,544.66,"6,064"
210,SAF,Santa Fe Municipal,Santa Fe,NM,458.25,571.31,"5,952"
211,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,241.9,301.57,"5,924"
212,EGE,Eagle County Regional,Eagle,CO,636.46,793.47,"5,921"
213,GFK,Grand Forks International,Grand Forks,ND,490.73,611.79,"5,675"
214,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,530.67,661.58,"5,605"
215,COU,Columbia Regional,Columbia,MO,456.75,569.43,"5,582"
216,LBE,Arnold Palmer Regional,Latrobe,PA,106.36,132.59,"5,578"
217,ELM,Elmira/Corning Regional,Elmira/Corning,NY,437.56,545.51,"5,423"
218,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,293.1,365.4,"5,417"
219,MLU,Monroe Regional,Monroe,LA,571.77,712.83,"5,408"
220,BET,Bethel Airport,Bethel,AK,364.94,454.98,"5,407"
221,KTN,Ketchikan International,Ketchikan,AK,466.41,581.48,"5,398"
222,PBG,Plattsburgh International,Plattsburgh,NY,196.24,244.66,"5,344"
223,MBS,MBS International,Saginaw/Bay City/Midland,MI,542.79,676.69,"5,302"
224,ACK,Nantucket Memorial,Nantucket,MA,316.93,395.12,"5,188"
225,AEX,Alexandria International,Alexandria,LA,560.97,699.36,"5,155"
225,RDD,Redding Regional,Redding,CA,467.46,582.78,"5,155"
227,LCH,Lake Charles Regional,Lake Charles,LA,581.2,724.59,"5,029"
228,CPR,Casper/Natrona County International,Casper,WY,554.27,691.01,"4,873"
229,HLN,Helena Regional,Helena,MT,511.82,638.09,"4,836"
230,TOL,Eugene F Kranz Toledo Express,Toledo,OH,276.94,345.26,"4,810"
231,ABI,Abilene Regional,Abilene,TX,533.23,664.78,"4,793"
232,SCK,Stockton Metro,Stockton,CA,131.55,164.01,"4,631"
233,CWA,Central Wisconsin,Mosinee,WI,541.73,675.38,"4,622"
234,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,476.73,594.34,"4,574"
235,GUM,Guam International,Guam,TT,1361.02,1696.79,"4,555"
236,RST,Rochester International,Rochester,MN,393.79,490.93,"4,541"
237,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,485.76,605.6,"4,395"
238,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,465.86,580.79,"4,214"
239,YUM,Yuma MCAS/Yuma International,Yuma,AZ,486.77,606.86,"4,144"
240,GRI,Central Nebraska Regional,Grand Island,NE,312.6,389.72,"4,002"
241,IAG,Niagara Falls International,Niagara Falls,NY,162.66,202.79,"3,822"
242,CMI,University of Illinois/Willard,Champaign/Urbana,IL,510.99,637.06,"3,785"
243,SIT,Sitka Rocky Gutierrez,Sitka,AK,410.1,511.28,"3,673"
244,PUW,Pullman Moscow Regional,Pullman,WA,397.11,495.08,"3,553"
245,PSM,Portsmouth International at Pease,Portsmouth,NH,200.8,250.34,"3,481"
246,ADQ,Kodiak Airport,Kodiak,AK,537,669.48,"3,479"
247,HHH,Hilton Head Airport,Hilton Head,SC,444.11,553.67,"3,467"
248,FSM,Fort Smith Regional,Fort Smith,AR,582.15,725.77,"3,382"
249,FLG,Flagstaff Pulliam,Flagstaff,AZ,461.31,575.12,"3,362"
250,CLL,Easterwood Field,College Station/Bryan,TX,538.6,671.47,"3,332"
251,TYR,Tyler Pounds Regional,Tyler,TX,568.33,708.54,"3,276"
252,SPI,Abraham Lincoln Capital,Springfield,IL,397.91,496.07,"3,274"
253,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,524.22,653.55,"3,264"
254,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,324.82,404.96,"3,228"
255,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,443.61,553.05,"3,215"
256,ERI,Erie International/Tom Ridge Field,Erie,PA,413.69,515.75,"3,068"
257,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,466.3,581.33,"3,037"
258,ACT,Waco Regional,Waco,TX,534.2,665.99,"3,025"
259,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,571.55,712.55,"2,921"
260,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,512.7,639.18,"2,865"
261,CSG,Columbus Airport,Columbus,GA,521.02,649.56,"2,822"
262,TXK,Texarkana Regional-Webb Field,Texarkana,AR,511.26,637.39,"2,694"
263,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,249.77,311.39,"2,660"
264,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,526.14,655.94,"2,653"
265,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,548.43,683.73,"2,533"
266,ROW,Roswell Air Center,Roswell,NM,485.3,605.02,"2,529"
267,VLD,Valdosta Regional,Valdosta,GA,624.89,779.06,"2,469"
268,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,145.88,181.87,"2,423"
269,OME,Nome Airport,Nome,AK,511.4,637.57,"2,355"
270,LSE,La Crosse Regional,La Crosse,WI,491.78,613.1,"2,234"
271,MQT,Marquette Sawyer Regional,Marquette,MI,547.11,682.09,"2,119"
272,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,461.56,575.43,"2,092"
273,GGG,East Texas Regional,Longview,TX,466.77,581.93,"2,060"
274,OTZ,Ralph Wien Memorial,Kotzebue,AK,461.31,575.12,"2,052"
275,GTR,Golden Triangle Regional,Columbus,MS,613.15,764.42,"2,044"
276,SWO,Stillwater Regional,Stillwater,OK,470.34,586.38,"2,031"
277,PPG,Pago Pago International,Pago Pago,TT,1134.42,1414.28,"1,996"
278,LWS,Lewiston Nez Perce County,Lewiston,ID,463.43,577.76,"1,989"
279,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,499,622.1,"1,904"
280,PGV,Pitt Greenville,Greenville,NC,419.17,522.58,"1,856"
281,ABY,Southwest Georgia Regional,Albany,GA,569.58,710.1,"1,792"
282,COD,Yellowstone Regional,Cody,WY,506.11,630.98,"1,708"
283,DHN,Dothan Regional,Dothan,AL,675.55,842.21,"1,695"
284,STC,St. Cloud Regional,St. Cloud,MN,222.25,277.08,"1,609"
285,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,452,563.5,"1,570"
286,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,587.63,732.6,"1,543"
287,GCC,Northeast Wyoming Regional,Gillette,WY,620.42,773.47,"1,516"
288,BJI,Bemidji Regional,Bemidji,MN,560.74,699.08,"1,501"
289,EAT,Pangborn Memorial,Wenatchee,WA,387.45,483.03,"1,473"
290,SCC,Deadhorse Airport,Deadhorse,AK,399.21,497.7,"1,463"
291,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,679.48,847.11,"1,460"
292,CIU,Chippewa County International,Sault Ste. Marie,MI,581.47,724.93,"1,409"
293,GCK,Garden City Regional,Garden City,KS,460.64,574.29,"1,388"
294,BQK,Brunswick Golden Isles,Brunswick,GA,524.91,654.41,"1,362"
295,ART,Watertown International,Watertown,NY,462.87,577.06,"1,358"
296,ABR,Aberdeen Regional,Aberdeen,SD,590.5,736.18,"1,351"
297,ALW,Walla Walla Regional,Walla Walla,WA,360.27,449.15,"1,346"
298,DLG,Dillingham Airport,Dillingham,AK,609.65,760.05,"1,344"
299,FLO,Florence Regional,Florence,SC,423.66,528.18,"1,341"
300,HOB,Lea County Regional,Hobbs,NM,498.41,621.37,"1,296"
301,DBQ,Dubuque Regional,Dubuque,IA,524.3,653.65,"1,288"
302,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,422.75,527.05,"1,263"
303,RHI,Rhinelander/Oneida County,Rhinelander,WI,553.99,690.66,"1,234"
304,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,591.39,737.29,"1,214"
305,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,650.18,810.58,"1,212"
306,IMT,Ford,Iron Mountain/Kingsfd,MI,476.64,594.23,"1,207"
307,EAU,Chippewa Valley Regional,Eau Claire,WI,447.11,557.41,"1,201"
308,SPN,Francisco C. Ada Saipan International,Saipan,TT,536.59,668.97,"1,197"
309,PQI,Presque Isle International,Presque Isle/Houlton,ME,543.18,677.18,"1,142"
310,PIH,Pocatello Regional,Pocatello,ID,573.49,714.98,"1,017"
311,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,457.96,570.94,995
312,PSG,Petersburg James A Johnson,Petersburg,AK,436.67,544.4,981
313,CMX,Houghton County Memorial,Hancock/Houghton,MI,568.82,709.16,979
314,RKS,Southwest Wyoming Regional,Rock Springs,WY,480.42,598.94,945
315,AKN,King Salmon Airport,King Salmon,AK,624.42,778.46,935
316,LAR,Laramie Regional,Laramie,WY,470.49,586.57,910
317,BRD,Brainerd Lakes Regional,Brainerd,MN,585.34,729.75,901
318,BTM,Bert Mooney,Butte,MT,546.85,681.76,889
319,HYA,Cape Cod Gateway,Hyannis,MA,258.12,321.8,884
320,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,344.17,429.07,880
321,ESC,Delta County,Escanaba,MI,470.05,586.02,862
322,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,130.51,162.71,828
323,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,390.9,487.33,800
324,HIB,Range Regional,Hibbing,MN,585.6,730.07,774
325,VEL,Vernal Regional,Vernal,UT,366.96,457.49,759
326,CDV,Merle K Mudhole Smith,Cordova,AK,392.6,489.46,758
327,EAR,Kearney Regional,Kearney,NE,424.53,529.26,737
328,EKO,Elko Regional,Elko,NV,672.36,838.24,722
329,ALO,Waterloo Regional,Waterloo,IA,510.26,636.15,702
330,MEI,Key Field,Meridian,MS,495.57,617.83,701
331,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,517.84,645.6,690
332,WRG,Wrangell Airport,Wrangell,AK,428.5,534.21,648
333,CDC,Cedar City Regional,Cedar City,UT,346.63,432.14,641
334,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,538.13,670.88,640
335,PIR,Pierre Regional,Pierre,SD,557.04,694.47,619
336,VCT,Victoria Regional,Victoria,TX,364.83,454.84,616
337,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,262.16,326.83,568
338,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,360.64,449.61,557
339,CNY,Canyonlands Regional,Moab,UT,266.22,331.9,555
340,DEC,Decatur Airport,Decatur,IL,369.17,460.25,536
341,INL,Falls International Einarson Field,International Falls,MN,515.56,642.75,511
342,APN,Alpena County Regional,Alpena,MI,571.73,712.78,506
343,SLN,Salina Regional,Salina,KS,304.59,379.74,489
344,OWB,Owensboro Daviess County Regional,Owensboro,KY,150.9,188.13,478
345,ATY,Watertown Regional,Watertown,SD,450.92,562.17,469
