2023 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2024),2023 Passengers (10% sample)
346,PAH,Barkley Regional,Paducah,KY,445,554.78,446
347,JLN,Joplin Regional,Joplin,MO,490.64,611.68,430
348,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,478.99,597.15,393
349,JMS,Jamestown Regional,Jamestown,ND,425.19,530.09,388
350,LBL,Liberal Mid-America Regional,Liberal,KS,361.84,451.1,383
351,SHD,Shenandoah Valley Regional,Staunton,VA,376.1,468.89,373
352,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,469.56,585.4,372
353,YAK,Yakutat Airport,Yakutat,AK,389.63,485.75,330
354,HYS,Hays Regional,Hays,KS,462.1,576.11,327
355,CVN,Clovis Regional,Clovis,NM,590.22,735.83,326
356,DRT,Del Rio International,Del Rio,TX,393.96,491.16,320
357,DVL,Devils Lake Regional,Devils Lake,ND,463.03,577.27,315
358,DDC,Dodge City Regional,Dodge City,KS,443.16,552.49,297
359,WYS,Yellowstone,West Yellowstone,MT,501.83,625.63,287
360,OGS,Ogdensburg International,Ogdensburg,NY,199.34,248.52,246
361,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,462.07,576.06,239
362,IPL,Imperial County,El Centro,CA,284.86,355.14,234
362,LWB,Greenbrier Valley,Lewisburg,WV,424.61,529.36,234
364,LEB,Lebanon Municipal,Lebanon-Hanover,NH,382.03,476.27,216
365,DUT,Unalaska Airport,Unalaska,AK,1031.98,1286.58,202
366,PUB,Pueblo Memorial,Pueblo,CO,394.29,491.56,193
367,CGI,Cape Girardeau Regional,Cape Girardeau,MO,282.71,352.46,191
368,MKG,Muskegon County,Muskegon,MI,377,470,188
368,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,445.58,555.51,188
370,GST,Gustavus Airport,Gustavus,AK,236.41,294.73,175
371,AUG,Augusta State,Augusta/Waterville,ME,356.18,444.05,168
371,TEX,Telluride Regional,Telluride,CO,854,1064.69,168
373,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,462.31,576.36,161
374,CEZ,Cortez Municipal,Cortez,CO,510.6,636.56,143
375,UIN,Quincy Regional-Baldwin Field,Quincy,IL,310.11,386.61,140
376,RKD,Knox County Regional,Rockland,ME,467.36,582.66,137
377,DUJ,DuBois Regional,DuBois,PA,444.86,554.61,134
378,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,457.46,570.32,123
379,RUT,Rutland - Southern Vermont Regional,Rutland,VT,342.72,427.27,120
379,ENA,Kenai Municipal,Kenai,AK,588.88,734.16,120
381,LNS,Lancaster Airport,Lancaster,PA,241.8,301.45,118
382,PVC,Provincetown Municipal,Provincetown,MA,446.07,556.12,116
383,PGA,Page Municipal,Page,AZ,513,639.56,109
384,AIA,Alliance Municipal,Alliance,NE,427.43,532.88,99
385,AOO,Altoona-Blair County,Altoona,PA,424.27,528.94,94
386,IRK,Kirksville Regional,Kirksville,MO,432.45,539.13,92
387,TVF,Thief River Falls Regional,Thief River Falls,MN,500.54,624.03,90
387,SDY,Sidney Richland Regional,Sidney,MT,547.38,682.42,90
389,HOM,Homer Airport,Homer,AK,615.4,767.22,89
390,MSL,Northwest Alabama Regional,Muscle Shoals,AL,501.47,625.18,87
391,GLH,Greenville Mid Delta,Greenville,MS,613.18,764.46,84
392,BFD,Bradford Regional,Bradford,PA,432.43,539.11,76
393,BKG,Branson Airport,Branson,MO,109.36,136.34,65
394,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,447.75,558.21,64
395,MCK,McCook Ben Nelson Regional,McCook,NE,592.06,738.12,62
396,VQS,Antonio Rivera Rodriguez,Vieques,PR,441.74,550.71,59
397,CDR,Chadron Municipal,Chadron,NE,402.84,502.23,57
398,ADK,Adak,Adak Island,AK,1032.18,1286.83,56
399,SOW,Show Low Regional,Show Low,AZ,608,758,54
400,MSS,Massena International-Richards Field,Massena,NY,615.33,767.14,53
401,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,363.68,453.4,52
402,CNM,Cavern City Air Terminal,Carlsbad,NM,577.3,719.72,36
403,MKK,Molokai,Hoolehua,HI,223.04,278.07,34
404,VDZ,Valdez Pioneer Field,Valdez,AK,668.78,833.77,27
405,HVR,Havre City-County,Havre,MT,596.62,743.8,24
406,OLF,L. M. Clayton,Wolf Point,MT,669.19,834.28,21
407,GDV,Dawson Community,Glendive,MT,636.28,793.25,20
408,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,543.97,678.17,17
409,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,580.22,723.37,13
410,CPX,Benjamin Rivera Noriega,Culebra,PR,419.33,522.78,12
411,CDB,Cold Bay Airport,Cold Bay,AK,931.82,1161.71,10
412,LNY,Lanai Airport,Lanai,HI,344.87,429.96,5
413,JHM,Kapalua Airport,Kapalua,HI,315.2,392.97,4
414,SDP,Sand Point,Sandpoint,AK,944.26,1177.22,3
415,EWB,New Bedford Regional,New Bedford/Fall River,MA,522.5,651.4,1
416,CYF,Chefornak Airport,Chefornak,AK,275.5,343.47, -   
416,EMK,Emmonak Airport,Emmonak,AK,997,1242.96, -   
416,FKL,Venango Regional,Franklin/Oil City,PA,519,647.04, -   
416,IFP,Laughlin/Bullhead International,Bullhead City,AZ,294.95,367.71, -   
416,IPT,Williamsport Regional,Williamsport,PA,488.3,608.76, -   
416,ISN,Sloulin Field International,Williston,ND,728.03,907.64, -   
416,KKI,Akiachak Airport,Akiachak,AK,464,578.47, -   
416,MCE,Merced Yosemite Regional,Merced,CA,657.29,819.44, -   
416,MCG,McGrath Airport,McGrath,AK,600.14,748.2, -   
416,MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,225.08,280.61, -   
416,OGD,Ogden-Hinckley,Ogden,UT,106.81,133.16, -   
416,OOK,Toksook Bay,Toksook,AK,574,715.61, -   
416,PQS,Pilot Station Airport,Pilot Station,AK,650.33,810.77, -   
416,ROP,Benjamin Taisacan Manglona International,Rota,TT,929.44,1158.74, -   
416,SHH,Shishmaref Airport,Shishmaref,AK,985.25,1228.32, -   
416,SNP,St. Paul Island,St. Paul,AK,1062.67,1324.83, -   
416,SPB,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,VI,491,612.13, -   
416,SSB,Christiansted Harbor Seaplane Base,Christiansted,VI,415.67,518.21, -   
416,SVC,Grant County,Silver City/Hurley,NM,501.56,625.29, -   
416,WMO,White Mountain Airport,White Mountain,AK,428,533.59, -   
416,YNG,Youngstown-Warren Regional,Youngstown/Warren,OH,72,89.76, -   
