2023 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2024),2023 Passengers (10% sample)
346,INL,Falls International Einarson Field,International Falls,MN,427.13,516.66,511
347,APN,Alpena County Regional,Alpena,MI,422.95,511.6,506
348,SLN,Salina Regional,Salina,KS,395.65,478.58,489
349,OWB,Owensboro Daviess County Regional,Owensboro,KY,123.82,149.77,478
350,ATY,Watertown Regional,Watertown,SD,417.01,504.41,469
351,PAH,Barkley Regional,Paducah,KY,478.44,578.72,446
352,JLN,Joplin Regional,Joplin,MO,370.33,447.95,430
353,PIB,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,MS,369.89,447.42,393
354,JMS,Jamestown Regional,Jamestown,ND,475.61,575.3,388
355,LBL,Liberal Mid-America Regional,Liberal,KS,405.55,490.55,383
356,SHD,Shenandoah Valley Regional,Staunton,VA,432.22,522.81,373
357,ALS,San Luis Valley Regional/Bergman Field,Alamosa,CO,376.29,455.16,372
358,YAK,Yakutat Airport,Yakutat,AK,474.24,573.63,330
359,HYS,Hays Regional,Hays,KS,449.79,544.07,327
360,CVN,Clovis Regional,Clovis,NM,464.72,562.12,326
361,DRT,Del Rio International,Del Rio,TX,355.73,430.29,320
362,DVL,Devils Lake Regional,Devils Lake,ND,442.92,535.75,315
363,DDC,Dodge City Regional,Dodge City,KS,424.27,513.19,297
364,WYS,Yellowstone,West Yellowstone,MT,305.2,369.17,287
365,BKW,Raleigh County Memorial,Beckley,WV,366.89,443.79,265
366,OGS,Ogdensburg International,Ogdensburg,NY,269.22,325.65,246
367,MWA,Veterans Airport of Southern Illinois,Marion/Herrin,IL,378.83,458.23,239
368,IPL,Imperial County,El Centro,CA,283.71,343.18,234
368,LWB,Greenbrier Valley,Lewisburg,WV,368.78,446.07,234
370,LEB,Lebanon Municipal,Lebanon-Hanover,NH,377.47,456.59,216
371,DUT,Unalaska Airport,Unalaska,AK,1074.33,1299.51,202
372,PUB,Pueblo Memorial,Pueblo,CO,383.92,464.38,193
373,CGI,Cape Girardeau Regional,Cape Girardeau,MO,454.92,550.27,191
374,MKG,Muskegon County,Muskegon,MI,383.36,463.71,188
374,TBN,Waynesville-St. Robert Regional Forney Field,Fort Leonard Wood,MO,323.12,390.85,188
376,MBL,Manistee County-Blacker,Manistee/Ludington,MI,577,697.93,178
377,GST,Gustavus Airport,Gustavus,AK,204.25,247.06,175
378,AUG,Augusta State,Augusta/Waterville,ME,415.34,502.39,168
378,TEX,Telluride Regional,Telluride,CO,605.81,732.79,168
380,BHB,Hancock County-Bar Harbor,Bar Harbor,ME,320.84,388.08,161
380,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,390.88,472.8,161
382,IWD,Gogebic-Iron County,Ironwood,MI,284.58,344.23,155
383,CEZ,Cortez Municipal,Cortez,CO,383.55,463.93,143
384,UIN,Quincy Regional-Baldwin Field,Quincy,IL,326.51,394.95,140
385,RKD,Knox County Regional,Rockland,ME,393.17,475.57,137
386,DUJ,DuBois Regional,DuBois,PA,443.41,536.34,134
387,MGW,Morgantown Municipal Walter L Bill Hart Field,Morgantown,WV,337.5,408.24,123
388,RUT,Rutland - Southern Vermont Regional,Rutland,VT,361.11,436.8,120
388,ENA,Kenai Municipal,Kenai,AK,588.99,712.44,120
388,TUP,Tupelo Regional,Tupelo,MS,379.48,459.02,120
391,LNS,Lancaster Airport,Lancaster,PA,407.78,493.24,118
392,PVC,Provincetown Municipal,Provincetown,MA,432.71,523.41,116
393,PGA,Page Municipal,Page,AZ,478.07,578.27,109
394,AIA,Alliance Municipal,Alliance,NE,433.27,524.08,99
395,AOO,Altoona-Blair County,Altoona,PA,343.91,415.99,94
396,IRK,Kirksville Regional,Kirksville,MO,437.81,529.57,92
397,TVF,Thief River Falls Regional,Thief River Falls,MN,381.93,461.98,90
397,SDY,Sidney Richland Regional,Sidney,MT,420.47,508.6,90
399,HOM,Homer Airport,Homer,AK,593.77,718.22,89
400,MSL,Northwest Alabama Regional,Muscle Shoals,AL,324.86,392.95,87
401,GLH,Greenville Mid Delta,Greenville,MS,290.43,351.3,84
402,BFD,Bradford Regional,Bradford,PA,469.84,568.31,76
403,BKG,Branson Airport,Branson,MO,94.3,114.07,65
404,SLK,Adirondack Regional,Saranac Lake/Lake Placid,NY,404.86,489.71,64
405,MCK,McCook Ben Nelson Regional,McCook,NE,394.98,477.76,62
406,VQS,Antonio Rivera Rodriguez,Vieques,PR,657.48,795.28,59
407,CDR,Chadron Municipal,Chadron,NE,311.02,376.21,57
408,ADK,Adak,Adak Island,AK,975.82,1180.34,56
409,SOW,Show Low Regional,Show Low,AZ,420.46,508.59,54
410,MSS,Massena International-Richards Field,Massena,NY,296.13,358.2,53
411,MAZ,Eugenio Maria de Hostos,Mayaguez,PR,341.19,412.7,52
412,ELD,South Arkansas Regional at Goodwin Field,El Dorado,AR,384.67,465.29,44
412,HRO,Boone County,Harrison,AR,304.5,368.32,44
414,CNM,Cavern City Air Terminal,Carlsbad,NM,447.81,541.66,36
415,HOT,Memorial Field,Hot Springs,AR,400.25,484.14,34
415,MKK,Molokai,Hoolehua,HI,220.55,266.77,34
417,VDZ,Valdez Pioneer Field,Valdez,AK,650.29,786.58,27
418,HVR,Havre City-County,Havre,MT,503.5,609.03,24
419,OLF,L. M. Clayton,Wolf Point,MT,489,591.49,21
420,GDV,Dawson Community,Glendive,MT,310.33,375.38,20
421,PDT,Eastern Oregon Regional at Pendleton,Pendleton,OR,417.67,505.21,17
422,GGW,Wokal Field Glasgow Valley County,Glasgow,MT,299,361.67,13
423,CPX,Benjamin Rivera Noriega,Culebra,PR,341.18,412.68,12
424,CDB,Cold Bay Airport,Cold Bay,AK,746.8,903.32,10
425,MCN,Middle Georgia Regional,Macon,GA,568.67,687.85,6
426,LNY,Lanai Airport,Lanai,HI,239.45,289.64,5
427,JHM,Kapalua Airport,Kapalua,HI,285.98,345.92,4
428,SDP,Sand Point,Sandpoint,AK,729,881.79,3
429,CEC,Jack McNamara Field,Crescent City,CA,375.5,454.2,1
430,OOK,Toksook Bay,Toksook,AK,561,678.58, -   
430,OGD,Ogden-Hinckley,Ogden,UT,97.14,117.5, -   
430,MKT,Mankato Regional,Mankato,MN,246.08,297.66, -   
430,IPT,Williamsport Regional,Williamsport,PA,341.27,412.79, -   
430,MCE,Merced Yosemite Regional,Merced,CA,349.67,422.95, -   
430,MMH,Mammoth Lakes Airport,Mammoth Lakes,CA,288.63,349.12, -   
