2023 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2024),2023 Passengers (10% sample)
45,PIT,Pittsburgh International,Pittsburgh,PA,355.88,435.78,"2,53,479"
46,SJU,Luis Munoz Marin International,San Juan,PR,281.33,344.49,"2,52,759"
47,CVG,Cincinnati/Northern Kentucky International,Cincinnati,OH,327.66,401.22,"2,43,473"
48,CMH,John Glenn Columbus International,Columbus,OH,359.4,440.09,"2,25,783"
49,HOU,William P Hobby,Houston-Hobby,TX,339.28,415.45,"2,15,872"
50,RSW,Southwest Florida International,Fort Myers,FL,307.17,376.13,"1,97,390"
51,BDL,Bradley International,Hartford,CT,377.71,462.51,"1,96,921"
52,PBI,Palm Beach International,West Palm Beach/Palm Beach,FL,337.61,413.41,"1,85,939"
53,JAX,Jacksonville International,Jacksonville,FL,340.54,416.99,"1,81,957"
54,ONT,Ontario International,Ontario,CA,335,410.21,"1,79,868"
55,MKE,General Mitchell International,Milwaukee,WI,348.61,426.87,"1,72,259"
56,BUR,Bob Hope,Burbank,CA,279.28,341.98,"1,66,485"
57,RIC,Richmond International,Richmond,VA,393.69,482.07,"1,40,508"
58,CHS,Charleston AFB/International,Charleston,SC,353.36,432.7,"1,38,997"
59,OMA,Eppley Airfield,Omaha,NE,369.9,452.95,"1,37,674"
60,BUF,Buffalo Niagara International,Buffalo,NY,316.21,387.21,"1,31,633"
61,MEM,Memphis International,Memphis,TN,386.02,472.69,"1,29,884"
62,BOI,Boise Air Terminal,Boise,ID,351.11,429.93,"1,27,913"
63,ABQ,Albuquerque International Sunport,Albuquerque,NM,368.31,451,"1,26,659"
64,ORF,Norfolk International,Norfolk,VA,401.16,491.23,"1,24,459"
65,SDF,Louisville Muhammad Ali International,Louisville,KY,379.19,464.32,"1,18,896"
66,ELP,El Paso International,El Paso,TX,374.29,458.33,"1,15,210"
67,OKC,Will Rogers World,Oklahoma City,OK,389.49,476.94,"1,14,953"
68,GRR,Gerald R. Ford International,Grand Rapids,MI,374.78,458.92,"1,13,422"
69,OGG,Kahului Airport,Kahului,HI,273.27,334.62,"1,12,210"
70,ANC,Ted Stevens Anchorage International,Anchorage,AK,449.73,550.7,"1,10,792"
71,GEG,Spokane International,Spokane,WA,353.36,432.69,"1,07,983"
72,PVD,Rhode Island Tf Green International,Providence,RI,337.59,413.38,"1,05,267"
73,RNO,Reno/Tahoe International,Reno,NV,346.56,424.37,"1,03,006"
74,TUS,Tucson International,Tucson,AZ,388.44,475.64,"1,01,796"
75,LGB,Long Beach Airport,Long Beach,CA,231.61,283.61,"91,391"
76,DSM,Des Moines International,Des Moines,IA,381.76,467.47,"91,016"
77,SYR,Syracuse Hancock International,Syracuse,NY,357.39,437.63,"87,283"
78,SRQ,Sarasota/Bradenton International,Sarasota/Bradenton,FL,353.07,432.34,"84,841"
79,TUL,Tulsa International,Tulsa,OK,402.55,492.93,"84,388"
80,ALB,Albany International,Albany,NY,386.14,472.83,"80,925"
81,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,444.62,544.45,"80,899"
82,SAV,Savannah/Hilton Head International,Savannah,GA,365.39,447.42,"80,755"
83,ROC,Frederick Douglass Grtr Rochester International,Rochester,NY,365.85,447.99,"79,663"
84,HPN,Westchester County,White Plains,NY,404.8,495.69,"79,525"
85,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,269.9,330.5,"74,248"
86,TYS,McGhee Tyson,Knoxville,TN,401.84,492.06,"70,510"
87,GSP,Greenville-Spartanburg International,Greer,SC,403.71,494.35,"66,643"
88,PNS,Pensacola International,Pensacola,FL,411.23,503.55,"65,408"
89,LIH,Lihue Airport,Lihue,HI,270.21,330.87,"63,641"
90,COS,City of Colorado Springs Municipal,Colorado Springs,CO,383.22,469.26,"63,276"
91,MYR,Myrtle Beach International,Myrtle Beach,SC,263.35,322.47,"62,463"
92,FAT,Fresno Yosemite International,Fresno,CA,405.17,496.13,"62,442"
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,416.44,509.94,"60,257"
94,PWM,Portland International Jetport,Portland,ME,367.29,449.75,"58,808"
95,MSN,Dane County Regional-Truax Field,Madison,WI,441.83,541.03,"58,807"
96,AVL,Asheville Regional,Asheville,NC,309.95,379.54,"54,972"
97,BZN,Bozeman Yellowstone International,Bozeman,MT,414.06,507.02,"52,928"
98,PSP,Palm Springs International,Palm Springs,CA,372.76,456.45,"52,826"
99,XNA,Northwest Arkansas National,Fayetteville,AR,485.03,593.93,"52,302"
100,SFB,Orlando Sanford International,Sanford,FL,123.24,150.91,"49,228"
101,PIE,St Pete Clearwater International,St. Petersburg,FL,128.55,157.41,"48,926"
102,EUG,Mahlon Sweet Field,Eugene,OR,377.76,462.57,"48,232"
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,393.41,481.73,"47,815"
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,416.59,510.12,"47,695"
105,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,409.31,501.2,"42,336"
106,MDT,Harrisburg International,Harrisburg,PA,410.67,502.88,"39,694"
107,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,142.6,174.62,"39,517"
108,HVN,Tweed New Haven,New Haven,CT,377.44,462.18,"39,387"
109,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,542.66,664.5,"39,265"
110,FSD,Joe Foss Field,Sioux Falls,SD,414.78,507.9,"38,653"
111,ISP,Long Island MacArthur,Islip,NY,262.19,321.05,"38,594"
112,MHT,Manchester Boston Regional,Manchester,NH,388.05,475.17,"37,731"
113,BTV,Burlington International,Burlington,VT,396.29,485.26,"37,173"
114,PGD,Punta Gorda Airport,Punta Gorda,FL,139.79,171.17,"37,167"
115,MAF,Midland International Air and Space Port,Midland/Odessa,TX,481.66,589.79,"37,030"
116,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,392.77,480.95,"36,360"
117,LEX,Blue Grass,Lexington,KY,413.89,506.82,"36,151"
118,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,493.08,603.78,"35,945"
119,ITO,Hilo International,Hilo,HI,254.04,311.08,"35,931"
120,MFE,McAllen International,Mission/McAllen/Edinburg,TX,432.24,529.28,"34,181"
121,ILM,Wilmington International,Wilmington,NC,427.24,523.16,"34,127"
122,SGF,Springfield-Branson National,Springfield,MO,419.77,514.01,"33,789"
123,SBA,Santa Barbara Municipal,Santa Barbara,CA,442.72,542.11,"33,422"
124,DAY,James M Cox/Dayton International,Dayton,OH,437.92,536.24,"33,343"
125,CAE,Columbia Metropolitan,Columbia,SC,460.85,564.31,"31,667"
126,ATW,Appleton International,Appleton,WI,430.9,527.65,"31,448"
127,FAR,Hector International,Fargo,ND,447.63,548.13,"31,288"
128,RDM,Roberts Field,Bend/Redmond,OR,384,470.22,"30,500"
129,ECP,Northwest Florida Beaches International,Panama City,FL,394.24,482.75,"29,016"
130,LBB,Lubbock Preston Smith International,Lubbock,TX,416,509.4,"28,969"
131,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,319.56,391.31,"28,543"
132,MFR,Rogue Valley International - Medford,Medford,OR,366.76,449.11,"27,614"
133,CHA,Lovell Field,Chattanooga,TN,420.6,515.03,"27,467"
134,FAI,Fairbanks International,Fairbanks,AK,421.48,516.11,"27,262"
135,HRL,Valley International,Harlingen/San Benito,TX,351.74,430.71,"26,858"
136,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,405.2,496.17,"26,207"
137,SBN,South Bend International,South Bend,IN,381.55,467.21,"25,913"
138,ACY,Atlantic City International,Atlantic City,NJ,128.15,156.92,"25,701"
139,BQN,Rafael Hernandez,Aguadilla,PR,209.75,256.85,"25,056"
140,FWA,Fort Wayne International,Fort Wayne,IN,412.36,504.95,"24,734"
141,PVU,Provo Municipal,Provo,UT,112.75,138.06,"23,767"
