Month_Year,ORIGIN_AIRPORT_ID_origin,DEST_AIRPORT_ID,flight_count,DEP_DELAY,ARR_DELAY,CANCELLED,estimated_demand,Average Fare ($)_origin,ORIGIN_AIRPORT_ID_dest,Average Fare ($)_dest,adjusted_demand
2018-01,SEA,LAX,622,2.1061093247588425,-3.2411575562700965,0.0,622.0,337.31,LAX,352.79,421.51559547786945
2018-01,SEA,LGB,62,14.80327868852459,10.081967213114755,0.016129032258064516,61.0,337.31,LGB,215.62,44.45005901405272
2018-01,SEA,LIH,84,1.9404761904761905,-18.55421686746988,0.0,84.0,337.31,LIH,274.37,59.29814465260634
2018-01,SEA,MCI,60,-1.4333333333333333,-0.95,0.0,60.0,337.31,MCI,348.32,40.75363818313821
2018-01,SEA,MCO,71,5.47887323943662,-6.267605633802817,0.0,71.0,337.31,MCO,249.74,50.78604121225576
2018-01,SEA,MDW,56,5.537037037037037,-5.0,0.03571428571428571,54.0,337.31,MDW,305.63,37.497085173196766
2018-01,SEA,MIA,38,17.972972972972972,8.621621621621621,0.02631578947368421,37.0,337.31,MIA,319.52,25.507173834075896
2018-01,SEA,MSP,223,1.935483870967742,-9.95813953488372,0.026905829596412557,217.0,337.31,MSP,372.21,145.6129150827502
2018-01,SEA,MSY,31,-1.8,-2.2666666666666666,0.03225806451612903,30.0,337.31,MSY,301.66,20.875051757547173
2018-01,SEA,OAK,304,2.1518151815181517,-5.676567656765677,0.003289473684210526,303.0,337.31,OAK,287.64,212.39847499400457
2018-01,SEA,OGG,124,11.07258064516129,2.5121951219512195,0.0,124.0,337.31,OGG,298.09,86.44526606275504
2018-01,SEA,OMA,31,-3.4838709677419355,-7.903225806451613,0.0,31.0,337.31,OMA,356.55,20.96777659947688
2018-01,SEA,ONT,63,-4.111111111111111,-12.523809523809524,0.0,63.0,337.31,ONT,331.9,43.153773202050075
2018-01,SEA,ORD,404,1.0,-6.56359102244389,0.0024752475247524753,403.0,337.31,ORD,338.55,275.10343782706616
2018-01,SEA,PDX,118,2.1186440677966103,-1.2118644067796611,0.0,118.0,337.31,PDX,329.09,80.94503501321617
2018-01,SEA,PHL,64,-3.4285714285714284,-17.73015873015873,0.015625,63.0,337.31,PHL,379.26,42.12464162063445
2018-01,SEA,PHX,370,7.623306233062331,6.495934959349594,0.002702702702702703,369.0,337.31,PHX,338.57,251.89112863283924
2018-01,SEA,PSP,64,-1.59375,-3.09375,0.0,64.0,337.31,PSP,390.57,42.55095384658792
2018-01,SEA,RDU,62,9.62295081967213,-2.6885245901639343,0.016129032258064516,61.0,337.31,RDU,344.17,41.52100605875368
2018-01,SEA,SAN,253,-0.549407114624506,-5.865306122448979,0.0,253.0,337.31,SAN,326.66,173.7697819614986
2018-01,SEA,SAT,31,-2.0,-10.966666666666667,0.03225806451612903,30.0,337.31,SAT,356.41,20.292843835361552
2018-01,SEA,SBA,31,-1.5483870967741935,1.3548387096774193,0.0,31.0,337.31,SBA,510.23,19.445570377202774
2018-01,SEA,SFO,586,5.051457975986278,-0.4722222222222222,0.006825938566552901,582.0,337.31,SFO,379.43,389.1181414531287
2018-01,SEA,SJC,325,0.23765432098765432,-1.1944444444444444,0.003076923076923077,324.0,337.31,SJC,298.98,225.76762341588048
2018-01,SEA,SLC,279,-1.939068100358423,-11.293906810035843,0.0,279.0,337.31,SLC,359.45,188.43164192097913
2018-01,SEA,SMF,232,2.5172413793103448,-0.22844827586206898,0.0,232.0,337.31,SMF,339.37,158.30546867471733
2018-01,SEA,SNA,217,-2.133640552995392,-3.6064814814814814,0.0,217.0,337.31,SNA,372.27,145.60850016203332
2018-01,SEA,STL,66,0.5757575757575758,-6.5,0.0,66.0,337.31,STL,363.48,44.48404625216541
2018-01,SEA,TPA,31,-0.6451612903225806,-18.29032258064516,0.0,31.0,337.31,TPA,308.88,21.489582006072997
2018-01,SEA,TUS,31,-3.6129032258064515,7.67741935483871,0.0,31.0,337.31,TUS,391.47,20.601334764725344
2018-01,SFB,ABE,31,20.0,16.35483870967742,0.0,31.0,122.74,ABE,322.7,23.982822201459857
2018-01,SFB,ATW,9,-5.0,-15.333333333333334,0.0,9.0,122.74,ATW,446.46,6.543044959322596
2018-01,SFB,AUS,9,-1.2222222222222223,-16.555555555555557,0.0,9.0,122.74,AUS,341.51,6.895527593439355
2018-01,SFB,AVL,12,24.666666666666668,21.166666666666668,0.0,12.0,122.74,AVL,359.64,9.10926400238338
2018-01,SFB,AVP,1,43.0,46.0,0.0,1.0,122.74,AVP,412.32,0.739298368113709
2018-01,SFB,BGR,14,3.5714285714285716,2.642857142857143,0.0,14.0,122.74,BGR,395.17,10.438849231093448
2018-01,SFB,BIS,9,-1.7777777777777777,-11.555555555555555,0.0,9.0,122.74,BIS,444.51,6.549265311548009
2018-01,SFB,BLV,9,7.444444444444445,6.777777777777778,0.0,9.0,122.74,BLV,143.76,7.674539700090158
2018-01,SFB,BMI,9,18.88888888888889,14.11111111111111,0.0,9.0,122.74,BMI,382.09,6.754825184003345
2018-01,SFB,CHA,9,10.333333333333334,6.666666666666667,0.0,9.0,122.74,CHA,426.93,6.605882746897007
2018-01,SFB,CID,14,2.9285714285714284,-7.214285714285714,0.0,14.0,122.74,CID,441.18,10.204312451613408
2018-01,SFB,CKB,10,0.625,-2.625,0.2,8.0,122.74,CKB,249.77,6.4322566068908325
2018-01,SFB,CLE,8,-4.25,10.375,0.0,8.0,122.74,CLE,319.8,6.198432251116966
2018-01,SFB,CVG,31,1.5806451612903225,-7.166666666666667,0.0,31.0,122.74,CVG,320.78,24.006712572901
2018-01,SFB,DAY,8,-3.75,-7.75,0.0,8.0,122.74,DAY,420.63,5.89014334979099
2018-01,SFB,DSM,13,0.23076923076923078,2.5384615384615383,0.0,13.0,122.74,DSM,379.37,9.770332595601731
2018-01,SFB,ELM,14,15.5,11.428571428571429,0.0,14.0,122.74,ELM,437.56,10.222382811838063
2018-01,SFB,EVV,8,15.0,29.25,0.0,8.0,122.74,EVV,471.94,5.744745144624134
2018-01,SFB,FAR,8,6.875,-8.25,0.0,8.0,122.74,FAR,496.25,5.678334590405763
2018-01,SFB,FNT,12,20.333333333333332,19.583333333333332,0.0,12.0,122.74,FNT,347.3,9.166792760943942
2018-01,SFB,FSD,9,49.0,40.55555555555556,0.0,9.0,122.74,FSD,428.67,6.600235361729268
2018-01,SFB,FWA,9,17.11111111111111,20.88888888888889,0.0,9.0,122.74,FWA,433.94,6.583189683588969
2018-01,SFB,GFK,5,9.0,0.6,0.0,5.0,122.74,GFK,490.73,3.5582994647382327
2018-01,SFB,GPT,9,33.22222222222222,40.0,0.0,9.0,122.74,GPT,455.0,6.515941617847265
2018-01,SFB,GRR,31,6.419354838709677,-0.5806451612903226,0.0,31.0,122.74,GRR,387.58,23.202568417076556
2018-01,SFB,GSO,8,-2.125,-10.75,0.0,8.0,122.74,GSO,434.84,5.8491444044126
2018-01,SFB,GSP,9,4.111111111111111,2.3333333333333335,0.0,9.0,122.74,GSP,419.69,6.62948519815767
2018-01,SFB,HGR,9,21.0,11.666666666666666,0.0,9.0,122.74,HGR,145.88,7.665255965053274
2018-01,SFB,HTS,15,13.2,4.2,0.0,15.0,122.74,HTS,241.9,12.111827320904506
2018-01,SFB,IAG,10,18.4,13.8,0.0,10.0,122.74,IAG,162.66,8.436176963169455
2018-01,SFB,IND,18,1.1111111111111112,-5.277777777777778,0.0,18.0,122.74,IND,346.15,13.758286600199522
2018-01,SFB,LCK,9,7.666666666666667,5.555555555555555,0.0,9.0,122.74,LCK,129.7,7.736683869286039
2018-01,SFB,LEX,19,5.526315789473684,-2.263157894736842,0.0,19.0,122.74,LEX,428.21,13.936980086659606
2018-01,SFB,LIT,9,6.111111111111111,1.7777777777777777,0.0,9.0,122.74,LIT,425.19,6.611539804529301
2018-01,SFB,MCI,9,12.777777777777779,3.4444444444444446,0.0,9.0,122.74,MCI,348.32,6.8715075098005665
2018-01,SFB,MDT,17,-4.176470588235294,-7.352941176470588,0.0,17.0,122.74,MDT,467.85,12.231651408338921
2018-01,SFB,MEM,9,7.777777777777778,-3.5555555555555554,0.0,9.0,122.74,MEM,391.89,6.721702360940894
2018-01,SFB,MFE,5,13.2,-1.2,0.0,5.0,122.74,MFE,505.84,3.532848028323294
2018-01,SFB,MKE,8,8.125,-5.625,0.0,8.0,122.74,MKE,335.88,6.147122469235626
2018-01,SFB,MLI,10,6.555555555555555,-0.3333333333333333,0.1,9.0,122.74,MLI,391.13,6.724259446202693
2018-01,SFB,MSY,9,2.111111111111111,-2.888888888888889,0.0,9.0,122.74,MSY,301.66,7.039522423733468
2018-01,SFB,OGS,9,-1.3333333333333333,-14.375,0.0,9.0,122.74,OGS,199.34,7.43835294571665
2018-01,SFB,OMA,9,5.111111111111111,-6.555555555555555,0.0,9.0,122.74,OMA,356.55,6.842701220677881
2018-01,SFB,ORF,9,23.625,12.875,0.1111111111111111,8.0,122.74,ORF,408.45,5.925745526358135
2018-01,SFB,OWB,11,-2.625,-4.375,0.2727272727272727,8.0,122.74,OWB,150.9,6.7940996331053345
2018-01,SFB,PBG,9,7.111111111111111,8.333333333333334,0.0,9.0,122.74,PBG,196.24,7.4511429074623585
2018-01,SFB,PIA,9,9.333333333333334,-3.2222222222222223,0.0,9.0,122.74,PIA,351.79,6.8593324464547365
2018-01,SFB,PIT,9,8.11111111111111,3.5555555555555554,0.0,9.0,122.74,PIT,349.92,6.865888282266831
2018-01,SFB,PSM,9,18.0,15.88888888888889,0.0,9.0,122.74,PSM,200.8,7.432344483352133
2018-01,SFB,RDU,9,9.222222222222221,9.11111111111111,0.0,9.0,122.74,RDU,344.17,6.886125340336275
2018-01,SFB,RFD,9,5.777777777777778,-1.4444444444444444,0.0,9.0,122.74,RFD,189.07,7.480894034946881
2018-01,SFB,RIC,8,-2.25,-6.75,0.0,8.0,122.74,RIC,402.18,5.9442410807108015
2018-01,SFB,ROA,9,11.88888888888889,6.0,0.0,9.0,122.74,ROA,500.0,6.376755054914111
2018-01,SFB,ROC,8,0.25,0.125,0.0,8.0,122.74,ROC,363.07,6.062267637107954
2018-01,SFB,SAT,1,37.0,42.0,0.0,1.0,122.74,SAT,356.41,0.7603543581299272
2018-01,SFB,SBN,14,1.5714285714285714,-7.428571428571429,0.0,14.0,122.74,SBN,396.94,10.429627402705885
2018-01,SFB,SDF,8,-0.875,0.625,0.0,8.0,122.74,SDF,387.1,5.989201158703086
2018-01,SFB,SGF,10,6.4,8.3,0.0,10.0,122.74,SGF,447.17,7.267536718264186
2018-01,SFB,SJU,11,59.90909090909091,67.18181818181819,0.0,11.0,122.74,SJU,274.87,8.726366708286855
2018-01,SFB,SPI,1,-4.0,-10.0,0.0,1.0,122.74,SPI,397.91,0.7446128957329963
2018-01,SFB,SWF,8,-6.857142857142857,-2.7142857142857144,0.125,7.0,122.74,SWF,293.1,5.499854498693904
2018-01,SFB,TOL,9,11.444444444444445,3.7777777777777777,0.0,9.0,122.74,TOL,276.94,7.131908237161386
2018-01,SFB,TRI,9,11.777777777777779,11.222222222222221,0.0,9.0,122.74,TRI,544.68,6.244319112565165
2018-01,SFB,TTN,1,0.0,0.0,1.0,0.0,122.74,TTN,132.4,0.0
2018-01,SFB,TUL,9,11.0,18.333333333333332,0.0,9.0,122.74,TUL,394.23,6.713841427989093
2018-01,SFB,TYS,31,5.32258064516129,-2.4516129032258065,0.0,31.0,122.74,TYS,448.12,22.518947626443143
2018-01,SFB,USA,14,0.42857142857142855,-1.5,0.0,14.0,122.74,USA,128.2,12.045247236237998
2018-01,SFB,XNA,9,31.77777777777778,20.555555555555557,0.0,9.0,122.74,XNA,536.45,6.2682987431453565
2018-01,SFB,YNG,1,8.0,15.0,0.0,1.0,122.74,YNG,72.0,0.8891795349063443
2018-01,SFO,ANC,7,4.142857142857143,-23.0,0.0,7.0,379.43,ANC,450.53,4.422537919084583
2018-01,SFO,ATL,270,5.400749063670412,-5.943820224719101,0.011111111111111112,267.0,379.43,ATL,360.85,176.37715741906746
2018-01,SFO,AUS,73,0.8055555555555556,-8.166666666666666,0.0136986301369863,72.0,379.43,AUS,341.51,48.034546301530995
2018-01,SFO,BNA,37,12.378378378378379,8.324324324324325,0.0,37.0,379.43,BNA,350.04,24.576810297430104
2018-01,SFO,BOS,321,7.534426229508196,3.413114754098361,0.04984423676012461,305.0,379.43,BOS,328.21,204.87837065336868
2018-01,SFO,BUR,176,9.060240963855422,3.7951807228915664,0.056818181818181816,166.0,379.43,BUR,267.28,115.13319131142129
2018-01,SFO,BWI,35,-3.3714285714285714,-6.3428571428571425,0.0,35.0,379.43,BWI,318.44,23.629951213663833
2018-01,SFO,CLE,38,2.789473684210526,-0.2972972972972973,0.0,38.0,379.43,CLE,319.8,25.637263889725514
2018-01,SFO,CLT,157,-0.47096774193548385,-8.109677419354838,0.012738853503184714,155.0,379.43,CLT,425.77,99.12063073572219
2018-01,SFO,CVG,53,6.471698113207547,-0.3018867924528302,0.0,53.0,379.43,CVG,320.78,35.73905574397501
2018-01,SFO,DAL,55,6.072727272727272,-2.309090909090909,0.0,55.0,379.43,DAL,303.32,37.42673674014575
2018-01,SFO,DCA,31,4.387096774193548,4.129032258064516,0.0,31.0,379.43,DCA,357.42,20.514009411059327
2018-01,SFO,DEN,466,9.686695278969957,2.551502145922747,0.0,466.0,379.43,DEN,302.55,317.2344254343038
2018-01,SFO,DFW,347,4.234104046242774,-3.6231884057971016,0.002881844380403458,346.0,379.43,DFW,383.43,225.97031049062764
2018-01,SFO,DTW,130,1.7769230769230768,-8.736434108527131,0.0,130.0,379.43,DTW,373.37,85.33350690034261
2018-01,SFO,EUG,62,-0.3225806451612903,-4.967741935483871,0.0,62.0,379.43,EUG,366.13,40.84687645249779
2018-01,SFO,EWR,317,8.264900662251655,1.6622516556291391,0.0473186119873817,302.0,379.43,EWR,403.74,195.2416396838063
2018-01,SFO,FAT,22,25.09090909090909,28.90909090909091,0.0,22.0,379.43,FAT,417.48,14.126354408378154
2018-01,SFO,FLL,100,11.14,6.86,0.0,100.0,379.43,FLL,245.35,70.17862200233277
2018-01,SFO,HNL,146,9.801369863013699,-8.191780821917808,0.0,146.0,379.43,HNL,374.36,95.78819874939937
2018-01,SFO,IAD,190,6.610526315789474,-3.231578947368421,0.0,190.0,379.43,IAD,427.37,121.40713223164401
2018-01,SFO,IAH,252,4.841269841269841,-2.56,0.0,252.0,379.43,IAH,413.66,162.11692068532412
2018-01,SFO,IND,37,5.513513513513513,2.918918918918919,0.0,37.0,379.43,IND,346.15,24.625767585456018
2018-01,SFO,JFK,507,14.035343035343036,5.0062893081761,0.05128205128205128,481.0,379.43,JFK,390.2,313.0728829062877
2018-01,SFO,KOA,93,4.43010752688172,-10.67741935483871,0.0,93.0,379.43,KOA,299.37,63.416360474673866
2018-01,SFO,LAS,436,10.545871559633028,2.727064220183486,0.0,436.0,379.43,LAS,240.35,306.8071048482277
2018-01,SFO,LAX,601,8.16609589041096,1.845890410958904,0.028286189683860232,584.0,379.43,LAX,352.79,387.3706357011139
2018-01,SFO,LGB,155,18.09271523178808,16.506666666666668,0.025806451612903226,151.0,379.43,LGB,215.62,107.69859570862917
2018-01,SFO,LIH,62,16.629032258064516,-2.935483870967742,0.0,62.0,379.43,LIH,274.37,42.83947056807402
2018-01,SFO,MCO,100,8.02,-2.8,0.0,100.0,379.43,MCO,249.74,70.01266325950922
2018-01,SFO,MDW,58,7.803571428571429,0.2857142857142857,0.034482758620689655,56.0,379.43,MDW,305.63,38.061190019798026
2018-01,SFO,MFR,25,-0.56,-2.6,0.0,25.0,379.43,MFR,365.84,16.472936231402986
2018-01,SFO,MIA,155,2.0580645161290323,-4.707792207792208,0.0,155.0,379.43,MIA,319.52,104.58825146269356
2018-01,SFO,MSP,132,3.515625,-9.559055118110237,0.030303030303030304,128.0,379.43,MSP,372.21,84.06993631376146
2018-01,SFO,MSY,31,5.354838709677419,-2.3225806451612905,0.0,31.0,379.43,MSY,301.66,21.11341997053901
2018-01,SFO,OGG,141,8.794326241134751,-8.85,0.0,141.0,379.43,OGG,298.09,96.21199702170985
2018-01,SFO,ONT,48,-0.041666666666666664,-8.854166666666666,0.0,48.0,379.43,ONT,331.9,32.18177906950749
2018-01,SFO,ORD,446,7.195067264573991,-1.1887640449438202,0.0,446.0,379.43,ORD,338.55,298.00010459053493
2018-01,SFO,PDX,423,1.756501182033097,-4.267139479905437,0.0,423.0,379.43,PDX,329.09,284.01361630249664
2018-01,SFO,PHL,160,3.4367088607594938,-5.493670886075949,0.0125,158.0,379.43,PHL,379.26,103.4054295302134
2018-01,SFO,PHX,388,11.484293193717278,9.774869109947645,0.015463917525773196,382.0,379.43,PHX,338.57,255.2351334875148
2018-01,SFO,PIT,7,5.142857142857143,-0.8571428571428571,0.0,7.0,379.43,PIT,349.92,4.6499519855575935
2018-01,SFO,PSP,49,8.714285714285714,3.306122448979592,0.0,49.0,379.43,PSP,390.57,31.887171115188583
2018-01,SFO,RDU,34,-1.5294117647058822,-2.764705882352941,0.0,34.0,379.43,RDU,344.17,22.65205129249695
2018-01,SFO,RNO,62,6.854838709677419,7.516129032258065,0.0,62.0,379.43,RNO,346.57,41.25592658684561
2018-01,SFO,SAN,479,8.38695652173913,3.2314410480349345,0.03966597077244259,460.0,379.43,SAN,326.66,309.2446201396948
2018-01,SFO,SBA,27,-2.4444444444444446,-12.222222222222221,0.0,27.0,379.43,SBA,510.23,16.57728267357927
2018-01,SFO,SEA,582,2.093145869947276,-3.3550087873462213,0.022336769759450172,569.0,379.43,SEA,337.31,380.42649911826504
2018-01,SFO,SLC,69,1.9130434782608696,-6.0144927536231885,0.0,69.0,379.43,SLC,359.45,45.61307028347541
2018-01,SFO,SMF,31,0.4838709677419355,-4.290322580645161,0.0,31.0,379.43,SMF,339.37,20.704283853187167
2018-01,SFO,SNA,251,6.192771084337349,-0.9758064516129032,0.00796812749003984,249.0,379.43,SNA,372.27,163.53733945349865
2018-01,SFO,STL,32,22.9375,17.0,0.0,32.0,379.43,STL,363.48,21.110616326568547
2018-01,SFO,TPA,31,10.064516129032258,0.0967741935483871,0.0,31.0,379.43,TPA,308.88,21.033839440770592
2018-01,SGF,AZA,9,26.666666666666668,15.444444444444445,0.0,9.0,447.17,AZA,149.67,6.440491933519523
2018-01,SGF,LAS,9,-5.444444444444445,-7.222222222222222,0.0,9.0,447.17,LAS,240.35,6.1242906294959445
2018-01,SGF,LAX,9,-4.666666666666667,-39.44444444444444,0.0,9.0,447.17,LAX,352.79,5.772855914281126
2018-01,SGF,PIE,10,41.7,36.1,0.0,10.0,447.17,PIE,128.05,7.245290439383695
2018-01,SGF,SFB,10,46.0,46.7,0.0,10.0,447.17,SFB,122.74,7.267536718264185
2018-01,SHV,LAS,9,4.444444444444445,4.333333333333333,0.0,9.0,516.37,LAS,240.35,5.924668905931814
2018-01,SIT,JNU,58,7.321428571428571,0.5555555555555556,0.034482758620689655,56.0,410.1,JNU,426.39,35.255964051043
2018-01,SIT,KTN,31,-5.566666666666666,-9.6,0.03225806451612903,30.0,410.1,KTN,466.41,18.522511534277612
2018-01,SJC,ATL,77,1.948051948051948,-1.0389610389610389,0.0,77.0,298.98,ATL,360.85,53.01270436192478
2018-01,SJC,AUS,58,5.431034482758621,-1.0172413793103448,0.0,58.0,298.98,AUS,341.51,40.32806152526105
2018-01,SJC,BOS,23,7.809523809523809,2.238095238095238,0.08695652173913043,21.0,298.98,BOS,328.21,14.701908782512856
2018-01,SJC,BUR,258,7.0,5.051792828685259,0.023255813953488372,252.0,298.98,BUR,267.28,182.15921764590664
2018-01,SJC,BWI,31,-0.4,-3.1,0.03225806451612903,30.0,298.98,BWI,318.44,21.1093175064415
2018-01,SJC,DAL,31,6.387096774193548,1.0333333333333334,0.0,31.0,298.98,DAL,303.32,21.98564056316311
2018-01,SJC,DEN,182,3.0,-5.561111111111111,0.01098901098901099,180.0,298.98,DEN,302.55,127.71004411840185
2018-01,SJC,DFW,112,8.387387387387387,1.954954954954955,0.008928571428571428,111.0,298.98,DFW,383.43,75.5538186114926
2018-01,SJC,EWR,58,6.517857142857143,-2.357142857142857,0.034482758620689655,56.0,298.98,EWR,403.74,37.73216172242908
2018-01,SJC,HNL,49,12.979591836734693,3.6122448979591835,0.0,49.0,298.98,HNL,374.36,33.505290498033794
2018-01,SJC,IAH,31,5.433333333333334,1.1333333333333333,0.03225806451612903,30.0,298.98,IAH,413.66,20.114406224032678
2018-01,SJC,JFK,19,9.647058823529411,5.0,0.10526315789473684,17.0,298.98,JFK,390.2,11.532074895528504
2018-01,SJC,KOA,14,-3.0,-13.714285714285714,0.0,14.0,298.98,KOA,299.37,9.949575634719755
2018-01,SJC,LAS,304,7.5514950166112955,1.3133333333333332,0.009868421052631578,301.0,298.98,LAS,240.35,220.75145546979093
2018-01,SJC,LAX,340,5.847761194029851,2.764179104477612,0.014705882352941176,335.0,298.98,LAX,352.79,231.58840575010007
2018-01,SJC,LGB,124,3.024390243902439,0.8699186991869918,0.008064516129032258,123.0,298.98,LGB,215.62,91.431608794388
2018-01,SJC,LIH,17,-7.647058823529412,-19.529411764705884,0.0,17.0,298.98,LIH,274.37,12.242200378058763
2018-01,SJC,MDW,31,11.193548387096774,3.2580645161290325,0.0,31.0,298.98,MDW,305.63,21.959082303022903
2018-01,SJC,MSP,27,0.37037037037037035,-9.76923076923077,0.0,27.0,298.98,MSP,372.21,18.482157623393224
2018-01,SJC,OGG,53,2.4339622641509435,-10.037735849056604,0.0,53.0,298.98,OGG,298.09,37.69156262865622
2018-01,SJC,ONT,127,6.198412698412699,1.3571428571428572,0.007874015748031496,126.0,298.98,ONT,331.9,88.0435435565742
2018-01,SJC,ORD,106,6.952830188679245,3.839622641509434,0.0,106.0,298.98,ORD,338.55,73.81516245250529
2018-01,SJC,PDX,200,1.765,-1.26,0.0,200.0,298.98,PDX,329.09,139.9545257058471
2018-01,SJC,PHX,297,8.250847457627119,11.19047619047619,0.010101010101010102,294.0,298.98,PHX,338.57,204.73051540548602
2018-01,SJC,RNO,56,4.517857142857143,3.4464285714285716,0.0,56.0,298.98,RNO,346.57,38.83656761918995
2018-01,SJC,SAN,351,6.682215743440233,1.9764705882352942,0.022792022792022793,343.0,298.98,SAN,326.66,240.32369806527117
2018-01,SJC,SEA,326,-2.0276073619631902,-5.898461538461539,0.0,326.0,298.98,SEA,337.31,227.16125072091677
2018-01,SJC,SLC,183,5.453551912568306,-4.251366120218579,0.0,183.0,298.98,SLC,359.45,126.08094696846567
2018-01,SJC,SNA,267,4.966037735849056,0.7310606060606061,0.011235955056179775,264.0,298.98,SNA,372.27,180.7089509119035
2018-01,SJU,ATL,106,1.0571428571428572,-11.085714285714285,0.009433962264150943,105.0,274.87,ATL,360.85,73.21638391002153
2018-01,SJU,BDL,35,42.39393939393939,30.5,0.05714285714285714,33.0,274.87,BDL,373.67,22.861898059370507
2018-01,SJU,BOS,68,26.93548387096774,12.049180327868852,0.08823529411764706,62.0,274.87,BOS,328.21,43.96183994246897
2018-01,SJU,BWI,60,2.55,-14.883333333333333,0.0,60.0,274.87,BWI,318.44,42.759629150686806
2018-01,SJU,CLT,76,-0.039473684210526314,-8.592105263157896,0.0,76.0,274.87,CLT,425.77,51.301947273110144
2018-01,SJU,DCA,31,24.333333333333332,14.3,0.03225806451612903,30.0,274.87,DCA,357.42,20.955499162885143
2018-01,SJU,DFW,62,0.5645161290322581,-6.75,0.0,62.0,274.87,DFW,383.43,42.74200315117257
2018-01,SJU,EWR,107,21.864077669902912,13.03883495145631,0.037383177570093455,103.0,274.87,EWR,403.74,70.28952799883483
2018-01,SJU,FLL,261,11.575875486381323,3.5992217898832686,0.01532567049808429,257.0,274.87,FLL,245.35,190.38198849708226
2018-01,SJU,HOU,4,15.0,-2.5,0.0,4.0,274.87,HOU,338.79,2.8208232064621424
2018-01,SJU,IAD,33,19.515151515151516,9.636363636363637,0.0,33.0,274.87,IAD,427.37,22.258322909771096
2018-01,SJU,IAH,31,5.32258064516129,0.16129032258064516,0.0,31.0,274.87,IAH,413.66,21.05122620565297
2018-01,SJU,JFK,194,15.733695652173912,2.208791208791209,0.05154639175257732,184.0,274.87,JFK,390.2,126.4171799303236
2018-01,SJU,MCO,328,10.85139318885449,0.541795665634675,0.01524390243902439,323.0,274.87,MCO,249.74,238.70802505209662
2018-01,SJU,MDW,5,2.4,1.5,0.0,5.0,274.87,MDW,305.63,3.5871723144490546
2018-01,SJU,MIA,217,-2.8525345622119818,-9.709677419354838,0.0,217.0,274.87,MIA,319.52,154.5606149554812
2018-01,SJU,ORD,62,6.048387096774194,-5.967741935483871,0.0,62.0,274.87,ORD,338.55,43.72815424176718
2018-01,SJU,PHL,123,3.0254237288135593,-10.256410256410257,0.04065040650406504,118.0,274.87,PHL,379.26,81.51849671636754
2018-01,SJU,SFB,11,74.63636363636364,98.0,0.0,11.0,274.87,SFB,122.74,8.726366708286855
2018-01,SJU,STT,31,-1.9310344827586208,-7.0344827586206895,0.06451612903225806,29.0,274.87,STT,366.83,20.160392639475898
2018-01,SJU,STX,31,14.066666666666666,12.833333333333334,0.03225806451612903,30.0,274.87,STX,389.65,20.61717539490449
2018-01,SJU,TPA,72,14.805555555555555,5.861111111111111,0.0,72.0,274.87,TPA,308.88,51.56763996284829
2018-01,SLC,ABQ,35,-1.9142857142857144,-20.571428571428573,0.0,35.0,359.45,ABQ,345.6,23.53800042686658
2018-01,SLC,ATL,230,8.279475982532752,-5.458515283842795,0.004347826086956522,229.0,359.45,ATL,360.85,152.8120827059316
2018-01,SLC,AUS,47,0.6086956521739131,-16.67391304347826,0.02127659574468085,46.0,359.45,AUS,341.51,31.000604546034843
2018-01,SLC,BIL,31,-3.903225806451613,-16.93548387096774,0.0,31.0,359.45,BIL,457.6,19.716796502830274
2018-01,SLC,BNA,31,-2.2903225806451615,-10.233333333333333,0.0,31.0,359.45,BNA,350.04,20.800636371099863
2018-01,SLC,BOI,31,4.193548387096774,-5.774193548387097,0.0,31.0,359.45,BOI,345.49,20.849117983836916
2018-01,SLC,BOS,88,7.928571428571429,0.3333333333333333,0.045454545454545456,84.0,359.45,BOS,328.21,56.998928708041255
2018-01,SLC,BUR,53,2.150943396226415,-7.150943396226415,0.0,53.0,359.45,BUR,267.28,37.132950547284736
2018-01,SLC,BWI,71,11.661971830985916,-0.7605633802816901,0.0,71.0,359.45,BWI,318.44,48.42217179705692
2018-01,SLC,BZN,31,2.935483870967742,-11.806451612903226,0.0,31.0,359.45,BZN,459.33,19.700286150382578
2018-01,SLC,CLT,83,3.207317073170732,-5.524390243902439,0.012048192771084338,82.0,359.45,CLT,425.77,52.97089928452252
2018-01,SLC,CVG,32,16.125,3.5,0.0,32.0,359.45,CVG,320.78,21.797581867597327
2018-01,SLC,DAL,35,1.2571428571428571,-12.257142857142858,0.0,35.0,359.45,DAL,303.32,24.05904874597522
2018-01,SLC,DCA,31,1.4193548387096775,-12.838709677419354,0.0,31.0,359.45,DCA,357.42,20.722477906066175
2018-01,SLC,DEN,430,3.4754098360655736,-6.7952941176470585,0.009302325581395349,426.0,359.45,DEN,302.55,292.95109586673885
2018-01,SLC,DFW,286,7.898245614035088,-2.975438596491228,0.0034965034965034965,285.0,359.45,DFW,383.43,188.02313015420532
2018-01,SLC,DTW,119,4.579831932773109,-7.07563025210084,0.0,119.0,359.45,DTW,373.37,78.90678302915677
2018-01,SLC,EWR,57,23.236363636363638,20.618181818181817,0.03508771929824561,55.0,359.45,EWR,403.74,35.91859395205147
2018-01,SLC,FCA,29,-3.1379310344827585,-18.20689655172414,0.0,29.0,359.45,FCA,438.28,18.619006569797477
2018-01,SLC,FLL,64,7.3125,-2.65625,0.0,64.0,359.45,FLL,245.35,45.37074861669883
