2023 Passenger Rank,Airport Code,Airport Name,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Year: 2024),2023 Passengers (10% sample)
84,HPN,Westchester County,White Plains,NY,381.76,408.37,"79,525"
85,KOA,Ellison Onizuka Kona International at Keahole,Kona,HI,267.18,285.81,"74,248"
86,TYS,McGhee Tyson,Knoxville,TN,448.99,480.29,"70,510"
87,GSP,Greenville-Spartanburg International,Greer,SC,478.07,511.4,"66,643"
88,PNS,Pensacola International,Pensacola,FL,436.09,466.49,"65,408"
89,LIH,Lihue Airport,Lihue,HI,242.27,259.15,"63,641"
90,COS,City of Colorado Springs Municipal,Colorado Springs,CO,375.83,402.03,"63,276"
91,MYR,Myrtle Beach International,Myrtle Beach,SC,261.04,279.24,"62,463"
92,FAT,Fresno Yosemite International,Fresno,CA,435.82,466.2,"62,442"
93,LIT,Bill and Hillary Clinton Nat Adams Field,Little Rock,AR,436.09,466.49,"60,257"
94,PWM,Portland International Jetport,Portland,ME,413.03,441.83,"58,808"
95,MSN,Dane County Regional-Truax Field,Madison,WI,512.12,547.82,"58,807"
96,AVL,Asheville Regional,Asheville,NC,324.94,347.59,"54,972"
97,BZN,Bozeman Yellowstone International,Bozeman,MT,427.6,457.41,"52,928"
98,PSP,Palm Springs International,Palm Springs,CA,393.17,420.58,"52,826"
99,XNA,Northwest Arkansas National,Fayetteville,AR,483.73,517.45,"52,302"
100,SFB,Orlando Sanford International,Sanford,FL,147.58,157.87,"49,228"
101,PIE,St Pete Clearwater International,St. Petersburg,FL,146.34,156.54,"48,926"
102,EUG,Mahlon Sweet Field,Eugene,OR,393.78,421.23,"48,232"
103,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,421.48,450.86,"47,815"
104,GSO,Piedmont Triad International,Greensboro/High Point,NC,466.49,499,"47,695"
105,CID,The Eastern Iowa,Cedar Rapids/Iowa City,IA,414.41,443.3,"42,336"
106,MDT,Harrisburg International,Harrisburg,PA,449.95,481.32,"39,694"
107,AZA,Phoenix - Mesa Gateway,Phoenix,AZ,171.06,182.99,"39,517"
108,HVN,Tweed New Haven,New Haven,CT,184.65,197.52,"39,387"
109,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,583,623.65,"39,265"
110,FSD,Joe Foss Field,Sioux Falls,SD,412.97,441.76,"38,653"
111,ISP,Long Island MacArthur,Islip,NY,236.35,252.82,"38,594"
112,MHT,Manchester Boston Regional,Manchester,NH,358.1,383.07,"37,731"
113,BTV,Burlington International,Burlington,VT,462.54,494.78,"37,173"
114,PGD,Punta Gorda Airport,Punta Gorda,FL,152.44,163.06,"37,167"
115,MAF,Midland International Air and Space Port,Midland/Odessa,TX,425.97,455.67,"37,030"
116,VPS,Eglin AFB Destin Fort Walton Beach,Valparaiso,FL,373.82,399.88,"36,360"
117,LEX,Blue Grass,Lexington,KY,485.57,519.42,"36,151"
118,JAN,Jackson Medgar Wiley Evers International,Jackson/Vicksburg,MS,445.5,476.56,"35,945"
119,ITO,Hilo International,Hilo,HI,193.54,207.03,"35,931"
120,MFE,McAllen International,Mission/McAllen/Edinburg,TX,478.83,512.21,"34,181"
121,ILM,Wilmington International,Wilmington,NC,501.53,536.49,"34,127"
122,SGF,Springfield-Branson National,Springfield,MO,481.07,514.61,"33,789"
123,SBA,Santa Barbara Municipal,Santa Barbara,CA,438.82,469.41,"33,422"
124,DAY,James M Cox/Dayton International,Dayton,OH,482.24,515.86,"33,343"
125,CAE,Columbia Metropolitan,Columbia,SC,516.22,552.2,"31,667"
126,ATW,Appleton International,Appleton,WI,407.62,436.04,"31,448"
127,FAR,Hector International,Fargo,ND,480.78,514.29,"31,288"
128,RDM,Roberts Field,Bend/Redmond,OR,481.31,514.86,"30,500"
129,ECP,Northwest Florida Beaches International,Panama City,FL,426.77,456.52,"29,016"
130,LBB,Lubbock Preston Smith International,Lubbock,TX,425.59,455.26,"28,969"
131,ABE,Lehigh Valley International,Allentown/Bethlehem/Easton,PA,304.51,325.74,"28,543"
132,MFR,Rogue Valley International - Medford,Medford,OR,417.21,446.29,"27,614"
133,CHA,Lovell Field,Chattanooga,TN,522.17,558.58,"27,467"
134,FAI,Fairbanks International,Fairbanks,AK,495.46,530,"27,262"
135,HRL,Valley International,Harlingen/San Benito,TX,372.14,398.08,"26,858"
136,PSC,Tri Cities,Pasco/Kennewick/Richland,WA,500.44,535.32,"26,207"
137,SBN,South Bend International,South Bend,IN,417.68,446.8,"25,913"
138,ACY,Atlantic City International,Atlantic City,NJ,161.05,172.27,"25,701"
139,BQN,Rafael Hernandez,Aguadilla,PR,234.38,250.72,"25,056"
140,FWA,Fort Wayne International,Fort Wayne,IN,423.05,452.54,"24,734"
141,PVU,Provo Municipal,Provo,UT,126.81,135.65,"23,767"
142,MSO,Missoula Montana,Missoula,MT,507.57,542.96,"22,833"
143,TTN,Trenton Mercer,Trenton,NJ,143.6,153.61,"22,812"
144,CAK,Akron-Canton Regional,Akron,OH,299.27,320.13,"22,702"
145,BIL,Billings Logan International,Billings,MT,519.64,555.86,"22,381"
146,TLH,Tallahassee International,Tallahassee,FL,560.51,599.59,"21,661"
147,PIA,General Downing - Peoria International,Peoria,IL,342.31,366.17,"21,555"
148,STT,Cyril E King,Charlotte Amalie,VI,413.03,441.83,"21,503"
149,AMA,Rick Husband Amarillo International,Amarillo,TX,408.73,437.22,"21,265"
150,PAE,Snohomish County,Everett,WA,360.81,385.96,"20,742"
151,BLI,Bellingham International,Bellingham,WA,283.31,303.06,"20,556"
152,BTR,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,LA,505.71,540.96,"20,409"
153,FNT,Bishop International,Flint,MI,257.29,275.22,"20,367"
154,FCA,Glacier Park International,Kalispell,MT,517.67,553.75,"19,909"
155,ROA,Roanoke Blacksburg Regional,Roanoke,VA,531.92,569,"18,679"
156,CRP,Corpus Christi International,Corpus Christi,TX,477.02,510.27,"18,601"
157,BGR,Bangor International,Bangor,ME,433.48,463.7,"18,011"
158,STS,Charles M. Schulz - Sonoma County,Santa Rosa,CA,328.16,351.03,"17,676"
159,GRB,Green Bay Austin Straubel International,Green Bay,WI,523.97,560.5,"17,629"
160,CHO,Charlottesville Albemarle,Charlottesville,VA,492.49,526.82,"17,610"
161,SBP,San Luis County Regional,San Luis Obispo,CA,578.05,618.34,"17,589"
162,SHV,Shreveport Regional,Shreveport,LA,538.14,575.66,"17,089"
163,TVC,Cherry Capital,Traverse City,MI,549.18,587.47,"17,024"
164,RAP,Rapid City Regional,Rapid City,SD,503.96,539.09,"16,736"
165,MLI,Quad Cities International,Moline,IL,432.02,462.13,"16,708"
166,AGS,Augusta Regional at Bush Field,Augusta,GA,539.66,577.28,"16,535"
167,DAB,Daytona Beach International,Daytona Beach,FL,490.4,524.58,"16,439"
168,JAC,Jackson Hole,Jackson,WY,567.15,606.69,"15,756"
169,BIS,Bismarck Municipal,Bismarck/Mandan,ND,479.54,512.96,"15,560"
170,GNV,Gainesville Regional,Gainesville,FL,500.87,535.79,"15,253"
171,IDA,Idaho Falls Regional,Idaho Falls,ID,474.17,507.23,"15,056"
172,EYW,Key West International,Key West,FL,426.39,456.11,"14,649"
173,GPT,Gulfport-Biloxi International,Gulfport/Biloxi,MS,504.45,539.62,"13,643"
174,JNU,Juneau International,Juneau,AK,452.3,483.83,"13,577"
175,MOB,Mobile Regional,Mobile,AL,554,592.62,"13,559"
176,GJT,Grand Junction Regional,Grand Junction,CO,532.17,569.27,"12,828"
177,LFT,Lafayette Regional Paul Fournet Field,Lafayette,LA,577.28,617.52,"12,433"
178,MRY,Monterey Regional,Monterey,CA,479.19,512.59,"12,065"
179,MLB,Melbourne Orlando International,Melbourne,FL,480.24,513.72,"11,976"
180,TRI,Tri Cities,Bristol/Johnson City/Kingsport,TN,596.02,637.57,"11,826"
181,BRO,Brownsville South Padre Island International,Brownsville,TX,520.86,557.17,"11,778"
182,BLV,Scott AFB MidAmerica St Louis,Belleville,IL,151.76,162.33,"11,648"
183,LCK,Rickenbacker International,Columbus,OH,153.64,164.35,"11,358"
184,AVP,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,PA,482.75,516.4,"10,980"
185,BFL,Meadows Field,Bakersfield,CA,594.22,635.64,"10,949"
186,CRW,West Virginia International Yeager,Charleston/Dunbar,WV,534.53,571.79,"10,901"
187,ILG,New Castle,Wilmington,DE,137.64,147.23,"10,544"
188,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,509.8,545.33,"10,358"
189,BMI,Central Il Regional Airport at Bloomington,Bloomington/Normal,IL,408.58,437.06,"10,058"
190,GTF,Great Falls International,Great Falls,MT,509.24,544.74,"10,016"
191,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,675.93,723.05,"9,899"
192,DRO,Durango La Plata County,Durango,CO,623.95,667.44,"9,868"
193,PSE,Mercedita,Ponce,PR,231.82,247.98,"9,661"
194,MGM,Montgomery Regional,Montgomery,AL,550.48,588.85,"9,415"
195,RFD,Chicago/Rockford International,Rockford,IL,199.92,213.86,"9,153"
196,EVV,Evansville Regional,Evansville,IN,535.05,572.34,"9,122"
197,MTJ,Montrose Regional,Montrose/Delta,CO,444.58,475.57,"9,103"
198,STX,Henry E. Rohlsen,Christiansted,VI,419.83,449.1,"9,035"
199,MOT,Minot International,Minot,ND,487.4,521.38,"8,945"
200,LRD,Laredo International,Laredo,TX,426.02,455.72,"8,342"
201,OAJ,Albert J Ellis,Jacksonville/Camp Lejeune,NC,509.12,544.61,"8,128"
202,ORH,Worcester Regional,Worcester,MA,256.18,274.03,"8,008"
203,SCE,University Park,State College,PA,605.52,647.73,"7,736"
204,DLH,Duluth International,Duluth,MN,525.35,561.97,"7,095"
205,SGU,St George Regional,St. George,UT,530.76,567.76,"6,989"
206,ACV,California Redwood Coast Humboldt County,Arcata/Eureka,CA,455.43,487.18,"6,883"
207,USA,Concord Padgett Regional,Concord,NC,133.49,142.79,"6,546"
208,HDN,Yampa Valley,Hayden,CO,437.75,468.26,"6,249"
209,LAN,Capital Region International,Lansing,MI,473.95,506.99,"6,241"
210,LNK,Lincoln Airport,Lincoln,NE,555.01,593.7,"6,200"
211,GRK,Robert Gray AAF,Killeen,TX,489.55,523.68,"6,064"
212,SAF,Santa Fe Municipal,Santa Fe,NM,565.67,605.11,"5,952"
213,HTS,Tri-State/Milton J. Ferguson Field,Ashland,WV,248.87,266.22,"5,924"
214,EGE,Eagle County Regional,Eagle,CO,681.59,729.11,"5,921"
215,GFK,Grand Forks International,Grand Forks,ND,498.73,533.49,"5,675"
216,XWA,Williston Basin International,Williston,ND,606.68,648.97,"5,671"
217,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,502.88,537.94,"5,605"
218,COU,Columbia Regional,Columbia,MO,544.05,581.97,"5,582"
219,LBE,Arnold Palmer Regional,Latrobe,PA,146.21,156.41,"5,578"
220,ELM,Elmira/Corning Regional,Elmira/Corning,NY,392.45,419.8,"5,423"
221,SWF,New York Stewart International,Newburgh/Poughkeepsie,NY,145.82,155.99,"5,417"
222,MLU,Monroe Regional,Monroe,LA,597.01,638.62,"5,408"
223,BET,Bethel Airport,Bethel,AK,396.63,424.27,"5,407"
224,KTN,Ketchikan International,Ketchikan,AK,485.7,519.56,"5,398"
225,PBG,Plattsburgh International,Plattsburgh,NY,243.41,260.38,"5,344"
226,MBS,MBS International,Saginaw/Bay City/Midland,MI,579.18,619.55,"5,302"
227,ACK,Nantucket Memorial,Nantucket,MA,311.41,333.11,"5,188"
228,AEX,Alexandria International,Alexandria,LA,567.4,606.96,"5,155"
228,RDD,Redding Regional,Redding,CA,383.87,410.63,"5,155"
230,LCH,Lake Charles Regional,Lake Charles,LA,566.22,605.69,"5,029"
231,CPR,Casper/Natrona County International,Casper,WY,629.65,673.55,"4,873"
232,HLN,Helena Regional,Helena,MT,594.66,636.11,"4,836"
233,TOL,Eugene F Kranz Toledo Express,Toledo,OH,223.2,238.76,"4,810"
234,ABI,Abilene Regional,Abilene,TX,637.06,681.47,"4,793"
235,SCK,Stockton Metro,Stockton,CA,130.49,139.59,"4,631"
236,CWA,Central Wisconsin,Mosinee,WI,634.56,678.8,"4,622"
237,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,551.47,589.91,"4,574"
238,GUM,Guam International,Guam,TT,1589.24,1700.03,"4,555"
239,RST,Rochester International,Rochester,MN,445.87,476.95,"4,541"
240,SUN,Friedman Memorial,Sun Valley/Hailey/Ketchum,ID,658.91,704.84,"4,395"
241,PHF,Newport News/Williamsburg International,Newport News/Williamsburg,VA,502.05,537.05,"4,214"
242,YUM,Yuma MCAS/Yuma International,Yuma,AZ,544.35,582.29,"4,144"
243,GRI,Central Nebraska Regional,Grand Island,NE,339.6,363.27,"4,002"
244,IAG,Niagara Falls International,Niagara Falls,NY,180.85,193.46,"3,822"
245,CMI,University of Illinois/Willard,Champaign/Urbana,IL,611.48,654.1,"3,785"
246,SIT,Sitka Rocky Gutierrez,Sitka,AK,447.82,479.04,"3,673"
247,PUW,Pullman Moscow Regional,Pullman,WA,416.99,446.06,"3,553"
248,PSM,Portsmouth International at Pease,Portsmouth,NH,202.31,216.42,"3,481"
249,ADQ,Kodiak Airport,Kodiak,AK,525.08,561.68,"3,479"
250,HHH,Hilton Head Airport,Hilton Head,SC,416.28,445.3,"3,467"
251,FSM,Fort Smith Regional,Fort Smith,AR,647.4,692.53,"3,382"
252,FLG,Flagstaff Pulliam,Flagstaff,AZ,598.25,639.96,"3,362"
253,CLL,Easterwood Field,College Station/Bryan,TX,631.6,675.62,"3,332"
254,TYR,Tyler Pounds Regional,Tyler,TX,653.07,698.6,"3,276"
255,SPI,Abraham Lincoln Capital,Springfield,IL,361.89,387.12,"3,274"
256,ITH,Ithaca Tompkins International,Ithaca/Cortland,NY,515.03,550.94,"3,264"
257,MVY,Martha's Vineyard Airport,Martha's Vineyard,MA,340.37,364.1,"3,228"
258,EWN,Coastal Carolina Regional,New Bern/Morehead/Beaufort,NC,579.4,619.79,"3,215"
259,ERI,Erie International/Tom Ridge Field,Erie,PA,483.51,517.22,"3,068"
260,SBY,Salisbury-Ocean City/Wicomico Regional,Salisbury,MD,624.07,667.58,"3,037"
261,ACT,Waco Regional,Waco,TX,643.93,688.82,"3,025"
262,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,643.62,688.49,"2,921"
263,MHK,Manhattan Regional,Manhattan/Ft. Riley,KS,531.92,569,"2,865"
264,CSG,Columbus Airport,Columbus,GA,473.65,506.66,"2,822"
265,TXK,Texarkana Regional-Webb Field,Texarkana,AR,564.92,604.3,"2,694"
266,CKB,North Central West Virginia,Clarksburg/Fairmont,WV,206.12,220.49,"2,660"
267,LAW,Lawton-Fort Sill Regional,Lawton/Fort Sill,OK,517.61,553.69,"2,653"
268,BGM,Greater Binghamton/Edwin A. Link Field,Binghamton,NY,452.02,483.53,"2,533"
269,ROW,Roswell Air Center,Roswell,NM,501.32,536.26,"2,529"
270,VLD,Valdosta Regional,Valdosta,GA,681.1,728.58,"2,469"
271,HGR,Hagerstown Regional-Richard A. Henson Field,Hagerstown,MD,144.12,154.16,"2,423"
272,OME,Nome Airport,Nome,AK,538.9,576.46,"2,355"
273,LSE,La Crosse Regional,La Crosse,WI,535.67,573.02,"2,234"
274,MQT,Marquette Sawyer Regional,Marquette,MI,597.15,638.78,"2,119"
275,BPT,Jack Brooks Regional,Beaumont/Port Arthur,TX,495.08,529.59,"2,092"
276,GGG,East Texas Regional,Longview,TX,611.64,654.28,"2,060"
277,OTZ,Ralph Wien Memorial,Kotzebue,AK,512.41,548.13,"2,052"
278,GTR,Golden Triangle Regional,Columbus,MS,648.73,693.95,"2,044"
279,SWO,Stillwater Regional,Stillwater,OK,504.31,539.47,"2,031"
280,PPG,Pago Pago International,Pago Pago,TT,1139.36,1218.78,"1,996"
281,LWS,Lewiston Nez Perce County,Lewiston,ID,570.55,610.33,"1,989"
282,BRW,Wiley Post/Will Rogers Memorial,Barrow,AK,500.53,535.42,"1,904"
283,PGV,Pitt Greenville,Greenville,NC,501.46,536.42,"1,856"
284,ABY,Southwest Georgia Regional,Albany,GA,629.39,673.26,"1,792"
285,COD,Yellowstone Regional,Cody,WY,608.29,650.69,"1,708"
286,DHN,Dothan Regional,Dothan,AL,758.76,811.65,"1,695"
287,STC,St. Cloud Regional,St. Cloud,MN,221.4,236.84,"1,609"
288,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,539.05,576.63,"1,570"
289,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,608.16,650.56,"1,543"
290,GCC,Northeast Wyoming Regional,Gillette,WY,646.94,692.04,"1,516"
291,BJI,Bemidji Regional,Bemidji,MN,622.37,665.76,"1,501"
292,EAT,Pangborn Memorial,Wenatchee,WA,569.97,609.71,"1,473"
293,SCC,Deadhorse Airport,Deadhorse,AK,520.02,556.27,"1,463"
294,DIK,Dickinson - Theodore Roosevelt Regional,Dickinson,ND,570.39,610.15,"1,460"
295,SBD,San Bernardino International,San Bernardino,CA,98.03,104.87,"1,434"
296,CIU,Chippewa County International,Sault Ste. Marie,MI,616.06,659.01,"1,409"
297,SHR,Sheridan County,Sheridan,WY,665.26,711.64,"1,408"
298,GCK,Garden City Regional,Garden City,KS,511.99,547.69,"1,388"
299,BQK,Brunswick Golden Isles,Brunswick,GA,613.79,656.57,"1,362"
300,ART,Watertown International,Watertown,NY,442.41,473.25,"1,358"
301,ABR,Aberdeen Regional,Aberdeen,SD,664.12,710.41,"1,351"
302,ALW,Walla Walla Regional,Walla Walla,WA,485.25,519.08,"1,346"
303,DLG,Dillingham Airport,Dillingham,AK,536.46,573.85,"1,344"
304,FLO,Florence Regional,Florence,SC,399.38,427.23,"1,341"
305,HOB,Lea County Regional,Hobbs,NM,449.57,480.91,"1,296"
306,DBQ,Dubuque Regional,Dubuque,IA,593.62,635,"1,288"
307,YKM,Yakima Air Terminal/McAllister Field,Yakima,WA,563.51,602.8,"1,263"
308,RHI,Rhinelander/Oneida County,Rhinelander,WI,670.72,717.48,"1,234"
309,TWF,Joslin Field - Magic Valley Regional,Twin Falls,ID,638.92,683.46,"1,214"
310,PLN,Pellston Regional Airport of Emmet County,Pellston,MI,698.5,747.19,"1,212"
311,IMT,Ford,Iron Mountain/Kingsfd,MI,548.34,586.56,"1,207"
312,EAU,Chippewa Valley Regional,Eau Claire,WI,430.35,460.35,"1,201"
313,SPN,Francisco C. Ada Saipan International,Saipan,TT,623.9,667.4,"1,197"
314,PQI,Presque Isle International,Presque Isle/Houlton,ME,524.86,561.45,"1,142"
315,PIH,Pocatello Regional,Pocatello,ID,618.95,662.1,"1,017"
316,SUX,Sioux Gateway Brig Gen Bud Day Field,Sioux City,IA,477.89,511.21,995
317,PSG,Petersburg James A Johnson,Petersburg,AK,484.03,517.77,981
318,CMX,Houghton County Memorial,Hancock/Houghton,MI,573.1,613.05,979
319,RKS,Southwest Wyoming Regional,Rock Springs,WY,598.63,640.36,945
320,AKN,King Salmon Airport,King Salmon,AK,538.68,576.23,935
321,LAR,Laramie Regional,Laramie,WY,536.55,573.95,910
322,BRD,Brainerd Lakes Regional,Brainerd,MN,641.4,686.11,901
323,RIW,Central Wyoming Regional,Riverton/Lander,WY,635.77,680.09,890
324,BTM,Bert Mooney,Butte,MT,596.88,638.49,889
325,HYA,Cape Cod Gateway,Hyannis,MA,255.81,273.64,884
326,CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne,WY,508.33,543.77,880
327,ESC,Delta County,Escanaba,MI,551.97,590.45,862
328,SMX,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,CA,105.67,113.04,828
329,LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,499.02,533.8,800
330,HIB,Range Regional,Hibbing,MN,636.54,680.91,774
331,VEL,Vernal Regional,Vernal,UT,501.73,536.71,759
332,CDV,Merle K Mudhole Smith,Cordova,AK,462.93,495.2,758
333,EAR,Kearney Regional,Kearney,NE,537.75,575.23,737
334,EKO,Elko Regional,Elko,NV,587.36,628.3,722
335,ALO,Waterloo Regional,Waterloo,IA,502.04,537.04,702
336,MEI,Key Field,Meridian,MS,489,523.09,701
337,OTH,Southwest Oregon Regional,North Bend/Coos Bay,OR,480.8,514.32,690
338,WRG,Wrangell Airport,Wrangell,AK,478.63,512,648
339,CDC,Cedar City Regional,Cedar City,UT,483.87,517.6,641
340,JST,John Murtha Johnstown-Cambria County,Johnstown,PA,519.48,555.69,640
341,PIR,Pierre Regional,Pierre,SD,649.49,694.77,619
342,VCT,Victoria Regional,Victoria,TX,472.91,505.88,616
343,PRC,Prescott Regional Ernest A Love Field,Prescott,AZ,641.07,685.75,568
344,BFF,Western Neb. Regional/William B. Heilig Field,Scottsbluff,NE,559.22,598.21,557
345,CNY,Canyonlands Regional,Moab,UT,378.72,405.12,555
