Month_Year,ORIGIN_AIRPORT_ID_origin,DEST_AIRPORT_ID,flight_count,DEP_DELAY,ARR_DELAY,CANCELLED,estimated_demand,Average Fare ($)_origin,ORIGIN_AIRPORT_ID_dest,Average Fare ($)_dest,price_proxy,optimized_demand,date,year,original_revenue,optimized_revenue,revenue_uplift_percent,cluster
2018-01,ACY,TPA,31,-5.166666666666667,-12.133333333333333,0.03225806451612903,30.0,114.65,TPA,308.88,211.765,31.297880564592827,2018-01-01,2018,6352.95,6627.795677761,4.326268548642755,0
2018-01,ADK,ANC,9,-10.5,-9.0,0.1111111111111111,8.0,1032.18,ANC,450.53,741.355,9.278617335517025,2018-01-01,2018,5930.84,6878.749354772224,15.982716693962812,0
2018-01,ADQ,ANC,52,-11.25,-6.916666666666667,0.07692307692307693,48.0,537.0,ANC,450.53,493.765,52.982094185237216,2018-01-01,2018,23700.72,26160.703735373652,10.379362885910854,0
2018-01,AGS,ATL,29,14.357142857142858,6.214285714285714,0.034482758620689655,28.0,448.02,ATL,360.85,404.435,30.3589543481939,2018-01-01,2018,11324.18,12278.223701811801,8.424836957835366,0
2018-01,ALB,ATL,84,12.27710843373494,-8.108433734939759,0.011904761904761904,83.0,399.22,ATL,360.85,380.035,89.55452053450422,2018-01-01,2018,31542.905000000002,34033.85221133031,7.897012692173752,4
2018-01,ALB,BWI,148,6.394557823129252,2.748299319727891,0.006756756756756757,147.0,399.22,BWI,318.44,358.83000000000004,157.93737390753952,2018-01-01,2018,52748.01000000001,56672.66787924241,7.440390413292186,2
2018-01,ALB,CLT,66,3.671875,-1.109375,0.030303030303030304,64.0,399.22,CLT,425.77,412.495,69.50384559621926,2018-01-01,2018,26399.68,28669.988789212464,8.599758744092595,4
2018-01,ALB,DEN,30,7.166666666666667,-12.233333333333333,0.0,30.0,399.22,DEN,302.55,350.885,32.180940960107826,2018-01-01,2018,10526.55,11291.809468787435,7.269803200359427,0
2018-01,ALB,DTW,28,-3.357142857142857,-25.214285714285715,0.0,28.0,399.22,DTW,373.37,386.295,30.24901161852262,2018-01-01,2018,10816.26,11685.041943177195,8.032184351866494,0
2018-01,ALB,FLL,60,7.677966101694915,4.220338983050848,0.016666666666666666,59.0,399.22,FLL,245.35,322.285,62.92820314552107,2018-01-01,2018,19014.815000000002,20280.81595075426,6.65797143308655,4
2018-01,ALB,MCO,90,14.311111111111112,9.622222222222222,0.0,90.0,399.22,MCO,249.74,324.48,96.03432410549874,2018-01-01,2018,29203.2,31161.217485752233,6.704804561665272,4
2018-01,ALB,MDW,62,11.209677419354838,1.2950819672131149,0.0,62.0,399.22,MDW,305.63,352.425,66.52776538073908,2018-01-01,2018,21850.350000000002,23446.047714306973,7.30284738828884,4
2018-01,ALB,MSP,2,27.0,17.0,0.0,2.0,399.22,MSP,372.21,385.71500000000003,2.160393066905882,2018-01-01,2018,771.4300000000001,833.2960118016024,8.019653345294106,0
2018-01,ALB,ORD,13,31.23076923076923,13.076923076923077,0.0,13.0,399.22,ORD,338.55,368.885,13.995367156561269,2018-01-01,2018,4795.505,5162.681013548104,7.656670435086682,0
2018-01,ALB,RSW,3,-5.666666666666667,-4.0,0.0,3.0,399.22,RSW,311.75,355.485,3.221056104894279,2018-01-01,2018,1066.455,1145.0371294483427,7.368536829809304,0
2018-01,ALB,TPA,34,17.88235294117647,13.382352941176471,0.0,34.0,399.22,TPA,308.88,354.05,36.49482700362012,2018-01-01,2018,12037.7,12920.993500631703,7.337726481235634,0
2018-01,AMA,DAL,117,0.5,-6.681034482758621,0.008547008547008548,116.0,421.49,DAL,303.32,362.405,124.7199958040256,2018-01-01,2018,42038.979999999996,45199.150079357896,7.5172377620910416,4
2018-01,AMA,DFW,2,-6.0,-13.5,0.0,2.0,421.49,DFW,383.43,402.46000000000004,2.16764035209232,2018-01-01,2018,804.9200000000001,872.3885361030752,8.382017604616006,0
2018-01,AMA,LAS,31,13.733333333333333,3.566666666666667,0.03225806451612903,30.0,421.49,LAS,240.35,330.92,32.052698668980085,2018-01-01,2018,9927.6,10606.879043538891,6.842328896600291,0
2018-01,ANC,ADK,9,-7.0,-31.0,0.1111111111111111,8.0,450.53,ADK,1032.18,741.355,9.278617335517025,2018-01-01,2018,5930.84,6878.749354772224,15.982716693962812,0
2018-01,ANC,ADQ,52,-7.22,-9.625,0.07692307692307693,48.0,450.53,ADQ,537.0,493.765,52.982094185237216,2018-01-01,2018,23700.72,26160.703735373652,10.379362885910854,0
2018-01,ANC,BET,73,-3.5211267605633805,-13.67605633802817,0.0273972602739726,71.0,450.53,BET,364.94,407.735,77.03245888895073,2018-01-01,2018,28949.185,31408.829625086328,8.496420970353142,4
2018-01,ANC,CDV,30,-7.933333333333334,-2.0,0.0,30.0,450.53,CDV,392.6,421.565,32.639081248053145,2018-01-01,2018,12646.95,13759.494286335525,8.79693749351048,0
2018-01,ANC,DEN,39,27.81578947368421,10.263157894736842,0.02564102564102564,38.0,450.53,DEN,302.55,376.53999999999996,40.97221523271307,2018-01-01,2018,14308.519999999999,15427.677923725778,7.821619033455447,0
2018-01,ANC,FAI,86,-6.761904761904762,-4.940476190476191,0.023255813953488372,84.0,450.53,FAI,427.71,439.12,91.71085971855699,2018-01-01,2018,36886.08,40272.07271961275,9.179594903044038,4
2018-01,ANC,HNL,31,-4.806451612903226,-20.774193548387096,0.0,31.0,450.53,HNL,374.36,412.445,33.665588553099894,2018-01-01,2018,12785.795,13885.203670783285,8.598672751935133,0
2018-01,ANC,JNU,116,-2.6120689655172415,-8.79646017699115,0.0,116.0,450.53,JNU,426.39,438.46,126.63161361127123,2018-01-01,2018,50861.36,55522.89730399798,9.16518414764761,4
2018-01,ANC,KOA,8,-7.625,-29.75,0.0,8.0,450.53,KOA,299.37,374.95,8.622986976776133,2018-01-01,2018,2999.6,3233.1889669422108,7.787337209701656,0
2018-01,ANC,LAS,7,4.714285714285714,4.142857142857143,0.0,7.0,450.53,LAS,240.35,345.44,7.500713497784318,2018-01-01,2018,2418.08,2591.0464706746147,7.1530499683474,0
2018-01,ANC,LAX,27,-4.962962962962963,-15.222222222222221,0.0,27.0,450.53,LAX,352.79,401.65999999999997,29.258463024634082,2018-01-01,2018,10844.82,11751.954258474525,8.364677869015118,0
2018-01,ANC,MSP,21,-3.5,-22.0,0.047619047619047616,20.0,450.53,MSP,372.21,411.37,21.715065309420083,2018-01-01,2018,8227.4,8932.92641633614,8.57532654710043,0
2018-01,ANC,OGG,18,-0.2777777777777778,-17.944444444444443,0.0,18.0,450.53,OGG,298.09,374.30999999999995,19.399237436429104,2018-01-01,2018,6737.579999999999,7261.328564829777,7.7735413134950235,0
2018-01,ANC,OME,34,-5.606060606060606,-18.272727272727273,0.029411764705882353,33.0,450.53,OME,511.4,480.965,36.33206052285929,2018-01-01,2018,15871.845,17474.449489377017,10.097153099573601,0
2018-01,ANC,ORD,8,16.75,-6.125,0.0,8.0,450.53,ORD,338.55,394.53999999999996,8.65683811081946,2018-01-01,2018,3156.3199999999997,3415.46890824271,8.210476385243263,0
2018-01,ANC,OTZ,56,-1.2,-6.925925925925926,0.03571428571428571,54.0,450.53,OTZ,461.31,455.91999999999996,59.155409878053334,2018-01-01,2018,24619.679999999997,26970.134471602072,9.547055329728396,4
2018-01,ANC,PDX,64,-5.109375,-7.34375,0.0,64.0,450.53,PDX,329.09,389.80999999999995,69.18922091453531,2018-01-01,2018,24947.839999999997,26970.650204695005,8.108157678961419,4
2018-01,ANC,PHX,14,-5.5,-11.5,0.0,14.0,450.53,PHX,338.57,394.54999999999995,15.149496992897742,2018-01-01,2018,5523.699999999999,5977.234038547804,8.210692806412458,0
2018-01,ANC,SCC,62,-3.6451612903225805,-7.360655737704918,0.0,62.0,450.53,SCC,399.21,424.87,67.49870314620415,2018-01-01,2018,26341.94,28678.174005727757,8.868876042264763,4
2018-01,ANC,SEA,445,-4.429213483146067,-9.444943820224719,0.0,445.0,450.53,SEA,337.31,393.91999999999996,481.4769130753636,2018-01-01,2018,175294.4,189663.3855986472,8.197059118059226,1
2018-01,ANC,SFO,7,1.0,7.285714285714286,0.0,7.0,450.53,SFO,379.43,414.98,7.605762236727873,2018-01-01,2018,2904.86,3156.2392129973327,8.653746238969608,0
2018-01,ATL,ABE,30,3.6,-6.266666666666667,0.0,30.0,360.85,ABE,322.7,341.775,32.12236066852981,2018-01-01,2018,10253.25,10978.619817486775,7.074535561766025,0
2018-01,ATL,ABQ,50,10.673469387755102,-6.448979591836735,0.02,49.0,360.85,ABQ,345.6,353.225,52.586808436536124,2018-01-01,2018,17308.025,18574.975409995473,7.320017217420658,0
2018-01,ATL,AGS,30,10.96551724137931,4.310344827586207,0.03333333333333333,29.0,360.85,AGS,448.02,404.435,31.443202717772255,2018-01-01,2018,11728.615,12716.731691162222,8.424836957835364,0
2018-01,ATL,ALB,84,11.795180722891565,2.0963855421686746,0.011904761904761904,83.0,360.85,ALB,399.22,380.035,89.55452053450422,2018-01-01,2018,31542.905000000002,34033.85221133031,7.897012692173752,4
2018-01,ATL,ATW,31,5.258064516129032,-9.129032258064516,0.0,31.0,360.85,ATW,446.46,403.655,33.60645644077957,2018-01-01,2018,12513.304999999998,13565.414174602874,8.407924002514733,0
2018-01,ATL,AUS,303,8.966216216216216,-2.4054054054054053,0.0231023102310231,296.0,360.85,AUS,341.51,351.18,317.5373516241468,2018-01-01,2018,103949.28,111512.76714336788,7.276132305455005,1
2018-01,ATL,AVL,59,14.403508771929825,10.228070175438596,0.03389830508474576,57.0,360.85,AVL,359.64,360.245,61.258356197551606,2018-01-01,2018,20533.965,22068.01652838698,7.470800346581768,4
2018-01,ATL,AVP,27,-0.38461538461538464,-12.0,0.037037037037037035,26.0,360.85,AVP,412.32,386.58500000000004,28.089997104070864,2018-01-01,2018,10051.210000000001,10859.171530477237,8.038450400272563,0
2018-01,ATL,BDL,182,8.540697674418604,0.8070175438596491,0.054945054945054944,172.0,360.85,BDL,373.67,367.26,185.10930284777936,2018-01-01,2018,63168.72,67983.24256387545,7.6216877021973035,2
2018-01,ATL,BHM,246,8.15,0.8284518828451883,0.024390243902439025,240.0,360.85,BHM,443.54,402.19500000000005,260.10305642376676,2018-01-01,2018,96526.80000000002,104612.14877835689,8.376273509902814,2
2018-01,ATL,BNA,276,12.511278195488721,6.330827067669173,0.036231884057971016,266.0,360.85,BNA,350.04,355.44500000000005,285.59802317396816,2018-01-01,2018,94548.37000000001,101514.38934707112,7.367677884950432,2
2018-01,ATL,BOS,542,16.676470588235293,6.2043222003929275,0.05904059040590406,510.0,360.85,BOS,328.21,344.53,546.381104427853,2018-01-01,2018,175710.3,188244.68190852817,7.1335498878143095,3
2018-01,ATL,BTR,45,12.863636363636363,4.5227272727272725,0.022222222222222223,44.0,360.85,BTR,481.86,421.355,47.86864197196106,2018-01-01,2018,18539.620000000003,20169.691638095654,8.792368118093309,0
2018-01,ATL,BTV,29,3.4444444444444446,-4.076923076923077,0.06896551724137931,27.0,360.85,BTV,404.9,382.875,29.148745213015648,2018-01-01,2018,10337.625,11160.325823433366,7.958315603761659,0
2018-01,ATL,BUF,117,16.24561403508772,6.9734513274336285,0.02564102564102564,114.0,360.85,BUF,306.52,333.685,121.86762911034786,2018-01-01,2018,38040.090000000004,40665.39981968643,6.901429044164782,4
2018-01,ATL,BWI,521,7.583984375,-0.865234375,0.01727447216890595,512.0,360.85,BWI,318.44,339.645,547.9881294027081,2018-01-01,2018,173898.24,186121.42821098276,7.028931523966414,3
2018-01,ATL,BZN,9,10.666666666666666,-4.222222222222222,0.0,9.0,360.85,BZN,459.33,410.09000000000003,9.769278133889738,2018-01-01,2018,3690.8100000000004,4006.283269926843,8.547534820997083,0
2018-01,ATL,CAE,124,10.826446280991735,2.371900826446281,0.024193548387096774,121.0,360.85,CAE,480.74,420.795,131.62402270677305,2018-01-01,2018,50916.195,55386.730634896565,8.780184055184339,4
2018-01,ATL,CAK,87,5.576470588235294,0.7411764705882353,0.022988505747126436,85.0,360.85,CAK,366.54,363.69500000000005,91.41323366991061,2018-01-01,2018,30914.075000000004,33246.53601957815,7.544980788130139,4
2018-01,ATL,CHA,57,3.888888888888889,-1.8888888888888888,0.05263157894736842,54.0,360.85,CHA,426.93,393.89,58.42606136633212,2018-01-01,2018,21270.059999999998,23013.44131158456,8.196409937652092,4
2018-01,ATL,CHO,22,-0.2857142857142857,-9.476190476190476,0.045454545454545456,21.0,360.85,CHO,426.07,393.46000000000004,22.719292143764218,2018-01-01,2018,8262.66,8939.13268688547,8.187105446496291,0
2018-01,ATL,CHS,262,8.537117903930131,-1.1754385964912282,0.12595419847328243,229.00000000000003,360.85,CHS,355.8,358.32500000000005,246.01364541341755,2018-01-01,2018,82056.42500000002,88152.83949276285,7.429539481841715,2
2018-01,ATL,CID,31,4.709677419354839,-10.612903225806452,0.0,31.0,360.85,CID,441.18,401.015,33.58871691542566,2018-01-01,2018,12431.465,13469.57931383942,8.35069972717954,0
2018-01,ATL,CLE,279,11.638686131386862,4.290441176470588,0.021505376344086023,273.0,360.85,CLE,319.8,340.32500000000005,292.2287234644108,2018-01-01,2018,92908.725,99452.74031302561,7.043488448502126,1
2018-01,ATL,CLT,451,4.168564920273348,-4.592255125284738,0.026607538802660754,439.0,360.85,CLT,425.77,393.31,474.92714488205286,2018-01-01,2018,172663.09,186793.5953535602,8.183859882016595,1
2018-01,ATL,CMH,305,10.328859060402685,5.932885906040268,0.022950819672131147,298.0,360.85,CMH,357.79,359.32000000000005,320.20374186074497,2018-01-01,2018,107077.36000000002,115055.6085254029,7.450920087498315,1
2018-01,ATL,COS,23,21.043478260869566,3.8260869565217392,0.0,23.0,360.85,COS,352.21,356.53,24.699925215805102,2018-01-01,2018,8200.189999999999,8806.264337190993,7.390979199152629,0
2018-01,ATL,CRW,29,3.896551724137931,-7.517241379310345,0.0,29.0,360.85,CRW,543.74,452.295,31.745622124418087,2018-01-01,2018,13116.555,14358.38615876368,9.467662497993414,0
2018-01,ATL,CVG,199,9.235897435897435,1.6923076923076923,0.020100502512562814,195.0,360.85,CVG,320.78,340.815,208.7552594875989,2018-01-01,2018,66458.925,71146.92376226601,7.053979224409682,2
2018-01,ATL,DAB,119,7.423728813559322,3.52991452991453,0.008403361344537815,118.0,360.85,DAB,379.37,370.11,127.06599846977053,2018-01-01,2018,43672.98,47028.39669364678,7.6830495506529966,4
2018-01,ATL,DAL,292,5.852112676056338,-2.8204225352112675,0.0273972602739726,284.0,360.85,DAL,303.32,332.08500000000004,303.50292200937776,2018-01-01,2018,94312.14000000001,100788.76785548423,6.867226059640055,1
2018-01,ATL,DAY,115,7.2792792792792795,1.2363636363636363,0.034782608695652174,111.0,360.85,DAY,420.63,390.74,120.02237710977124,2018-01-01,2018,43372.14,46897.54363187202,8.128267666460584,4
2018-01,ATL,DCA,451,10.684684684684685,4.762443438914027,0.015521064301552107,444.0,360.85,DCA,357.42,359.135,477.0644334778992,2018-01-01,2018,159455.94,171330.5353170853,7.446944477004308,1
2018-01,ATL,DEN,349,11.936231884057971,-1.6144927536231883,0.011461318051575931,345.0,360.85,DEN,302.55,331.70000000000005,368.6635417201146,2018-01-01,2018,114436.50000000001,122285.69678856203,6.858997600033215,1
2018-01,ATL,DFW,557,9.550091074681239,-0.1384335154826958,0.01436265709156194,549.0,360.85,DFW,383.43,372.14,591.4200098200135,2018-01-01,2018,204304.86,220091.04245441983,7.726777744993363,3
2018-01,ATL,DSM,71,6.942028985507246,-8.72463768115942,0.028169014084507043,69.0,360.85,DSM,379.37,370.11,74.30130418995057,2018-01-01,2018,25537.59,27499.655693742607,7.683049550653004,4
2018-01,ATL,DTW,463,9.416122004357298,0.8646288209606987,0.01079913606911447,458.0,360.85,DTW,373.37,367.11,492.8925426779795,2018-01-01,2018,168136.38,180945.78134251307,7.618459099995532,1
2018-01,ATL,ECP,133,13.147286821705427,5.186046511627907,0.03007518796992481,129.0,360.85,ECP,429.25,395.05,139.6057535976263,2018-01-01,2018,50961.450000000004,55151.25295874227,8.221514416764562,4
2018-01,ATL,EGE,32,9.03125,-1.5161290322580645,0.0,32.0,360.85,EGE,636.46,498.65500000000003,35.35595734658357,2018-01-01,2018,15956.960000000001,17630.424910660633,10.487366708073669,0
2018-01,ATL,ELP,61,9.830508474576272,-8.661016949152541,0.03278688524590164,59.0,360.85,ELP,373.13,366.99,63.493367009902876,2018-01-01,2018,21652.41,23301.430758964256,7.615876287970974,4
2018-01,ATL,EVV,29,4.178571428571429,-4.357142857142857,0.034482758620689655,28.0,360.85,EVV,471.94,416.395,30.431659888154186,2018-01-01,2018,11659.06,12671.591019127962,8.684499600550664,0
2018-01,ATL,EWR,482,16.514161220043572,6.276688453159041,0.04771784232365145,459.0,360.85,EWR,403.74,382.295,495.47119062949395,2018-01-01,2018,175473.405,189416.15882170238,7.945793165467088,1
2018-01,ATL,EYW,65,8.507692307692308,6.569230769230769,0.0,65.0,360.85,EYW,431.86,396.355,70.36234654697752,2018-01-01,2018,25763.075,27888.467865627277,8.249763918426959,4
2018-01,ATL,FAY,31,7.193548387096774,-6.586206896551724,0.03225806451612903,30.0,360.85,FAY,437.1,398.975,32.49195049761298,2018-01-01,2018,11969.25,12963.475949785141,8.306501658709953,0
2018-01,ATL,FLL,662,9.377300613496933,2.8849693251533743,0.015105740181268883,652.0,360.85,FLL,245.35,303.1,692.7467982440637,2018-01-01,2018,197621.2,209971.55454777574,6.249508933138614,3
2018-01,ATL,FNT,87,6.654761904761905,-2.0365853658536586,0.034482758620689655,84.0,360.85,FNT,347.3,354.07500000000005,90.1641410638162,2018-01-01,2018,29742.300000000003,31924.868247170725,7.338263171209766,4
2018-01,ATL,FSD,19,10.947368421052632,-5.473684210526316,0.0,19.0,360.85,FSD,428.67,394.76,20.56089517268116,2018-01-01,2018,7500.44,8116.618978367615,8.215237750953477,0
2018-01,ATL,GNV,27,15.333333333333334,8.88888888888889,0.0,27.0,360.85,GNV,464.02,412.435,29.321582999797844,2018-01-01,2018,11135.745,12093.247084521623,8.598455554806815,0
2018-01,ATL,GPT,99,5.010526315789473,-5.621052631578947,0.04040404040404041,95.0,360.85,GPT,455.0,407.925,103.07551671705117,2018-01-01,2018,38752.875,42047.0801568031,8.500543912685451,4
2018-01,ATL,GRB,30,10.333333333333334,-3.5,0.0,30.0,360.85,GRB,544.1,452.475,32.84148102143377,2018-01-01,2018,13574.25,14859.949125173247,9.471603404779247,0
2018-01,ATL,GRR,125,6.8,-2.4166666666666665,0.04,120.0,360.85,GRR,387.58,374.21500000000003,129.32579236279568,2018-01-01,2018,44905.8,48395.65138904359,7.771493635663068,4
2018-01,ATL,GSO,208,5.911330049261084,-1.374384236453202,0.02403846153846154,203.0,360.85,GSO,434.84,397.845,219.81251512476803,2018-01-01,2018,80762.535,87451.31007981334,8.28202715505814,2
2018-01,ATL,GSP,306,9.387959866220736,0.0,0.02287581699346405,299.0,360.85,GSP,419.69,390.27,323.27313122011697,2018-01-01,2018,116690.73,126163.80492127505,8.118104086995645,1
2018-01,ATL,HDN,27,6.62962962962963,-1.4074074074074074,0.0,27.0,360.85,HDN,575.11,467.98,29.64913247031341,2018-01-01,2018,12635.460000000001,13875.20101345727,9.811601741901514,0
2018-01,ATL,HNL,31,12.516129032258064,-7.161290322580645,0.0,31.0,360.85,HNL,374.36,367.605,33.3650252950029,2018-01-01,2018,11395.755000000001,12265.150123569541,7.6291138548480575,0
2018-01,ATL,HOU,328,11.095541401273886,-2.1246006389776357,0.042682926829268296,314.0,360.85,HOU,338.79,349.82000000000005,336.7554454995659,2018-01-01,2018,109843.48000000001,117803.78994465816,7.246957165466849,1
2018-01,ATL,HSV,192,8.127659574468085,0.425531914893617,0.020833333333333332,188.0,360.85,HSV,599.3,480.075,206.94580819470968,2018-01-01,2018,90254.09999999999,99349.50886907525,10.077557550377495,2
2018-01,ATL,IAD,308,3.65,-6.23,0.025974025974025976,300.0,360.85,IAD,427.37,394.11,324.603512053275,2018-01-01,2018,118233.0,127929.49013531621,8.201170684425001,1
2018-01,ATL,IAH,253,9.079166666666667,0.3739495798319328,0.05138339920948617,240.0,360.85,IAH,413.66,387.255,259.32702845433295,2018-01-01,2018,92941.2,100425.6884040827,8.052928522638725,2
2018-01,ATL,ICT,84,11.142857142857142,-1.8452380952380953,0.0,84.0,360.85,ICT,396.24,378.545,90.6064859051174,2018-01-01,2018,31797.780000000002,34298.632206952665,7.8648641727587965,4
2018-01,ATL,ILM,24,2.9130434782608696,-7.391304347826087,0.041666666666666664,23.0,360.85,ILM,440.64,400.745,24.919315257894354,2018-01-01,2018,9217.135,9986.290993024873,8.34484894736676,0
2018-01,ATL,IND,315,8.4983922829582,0.4533762057877814,0.012698412698412698,311.0,360.85,IND,346.15,353.5,333.7836111399525,2018-01-01,2018,109938.5,117992.5065379732,7.325919980692111,1
2018-01,ATL,JAC,11,-0.09090909090909091,-12.0,0.0,11.0,360.85,JAC,612.68,486.765,12.12474338891021,2018-01-01,2018,5354.415,5901.900715702878,10.224939899183724,0
