Month_Year,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,flight_count,DEP_DELAY,ARR_DELAY,CANCELLED,estimated_demand,optimized_demand,cluster
2018-01,ANC,LAS,7,4.714285714285714,4.142857142857143,0.0,7.0,0.3779644730092272,3
2018-01,ANC,LAX,27,-4.962962962962963,-15.222222222222221,0.0,27.0,0.19245008972987526,3
2018-01,ANC,MSP,21,-3.5,-22.0,0.047619047619047616,20.0,0.20782656212951656,3
2018-01,ANC,OGG,18,-0.2777777777777778,-17.944444444444443,0.0,18.0,0.23570226039551584,3
2018-01,ANC,OME,34,-5.606060606060606,-18.272727272727273,0.029411764705882353,33.0,0.16645450910890564,3
2018-01,ANC,ORD,8,16.75,-6.125,0.0,8.0,0.3535533905932738,3
2018-01,ANC,OTZ,56,-1.2,-6.925925925925926,0.03571428571428571,54.0,0.12885809877920462,3
2018-01,ANC,PDX,64,-5.109375,-7.34375,0.0,64.0,0.125,3
2018-01,ANC,PHX,14,-5.5,-11.5,0.0,14.0,0.2672612419124244,3
2018-01,ANC,SCC,62,-3.6451612903225805,-7.360655737704918,0.0,62.0,0.1270001270001905,3
2018-01,ANC,SEA,445,-4.429213483146067,-9.444943820224719,0.0,445.0,0.04740454631399772,4
2018-01,ANC,SFO,7,1.0,7.285714285714286,0.0,7.0,0.3779644730092272,3
2018-01,ATL,ABE,30,3.6,-6.266666666666667,0.0,30.0,0.18257418583505539,3
2018-01,ATL,ABQ,50,10.673469387755102,-6.448979591836735,0.02,49.0,0.13859292911256332,3
2018-01,ATL,AGS,30,10.96551724137931,4.310344827586207,0.03333333333333333,29.0,0.17648837964055353,3
2018-01,ATL,ALB,84,11.795180722891565,2.0963855421686746,0.011904761904761904,83.0,0.10781002910468672,0
2018-01,ATL,ATW,31,5.258064516129032,-9.129032258064516,0.0,31.0,0.17960530202677488,3
2018-01,ATL,AUS,303,8.966216216216216,-2.4054054054054053,0.0231023102310231,296.0,0.05612130591681258,4
2018-01,ATL,AVL,59,14.403508771929825,10.228070175438596,0.03389830508474576,57.0,0.1257757275577451,3
2018-01,ATL,AVP,27,-0.38461538461538464,-12.0,0.037037037037037035,26.0,0.18532230862876875,3
2018-01,ATL,BDL,182,8.540697674418604,0.8070175438596491,0.054945054945054944,172.0,0.07005213322291726,1
2018-01,ATL,BHM,246,8.15,0.8284518828451883,0.024390243902439025,240.0,0.06220260615252081,1
2018-01,ATL,BNA,276,12.511278195488721,6.330827067669173,0.036231884057971016,266.0,0.05801202340727284,1
2018-01,ATL,BOS,542,16.676470588235293,6.2043222003929275,0.05904059040590406,510.0,0.04041766745196577,2
2018-01,ATL,BSM,303,8.966216216216216,-2.4054054054054053,0.0231023102310231,296.0,0.05612130591681258,4
2018-01,ATL,BTR,45,12.863636363636363,4.5227272727272725,0.022222222222222223,44.0,0.1457585051999863,3
2018-01,ATL,BTV,29,3.4444444444444446,-4.076923076923077,0.06896551724137931,27.0,0.1728887631303586,3
2018-01,ATL,BUF,117,16.24561403508772,6.9734513274336285,0.02564102564102564,114.0,0.09007951904512268,0
2018-01,ATL,BWI,521,7.583984375,-0.865234375,0.01727447216890595,512.0,0.04305398706741298,2
2018-01,ATL,BZN,9,10.666666666666666,-4.222222222222222,0.0,9.0,0.3333333333333333,3
2018-01,ATL,CAE,124,10.826446280991735,2.371900826446281,0.024193548387096774,121.0,0.0876300062308055,0
2018-01,ATL,CAK,87,5.576470588235294,0.7411764705882353,0.022988505747126436,85.0,0.10474662696691099,0
2018-01,ATL,CHA,57,3.888888888888889,-1.8888888888888888,0.05263157894736842,54.0,0.1254820127745831,3
2018-01,ATL,CHO,22,-0.2857142857142857,-9.476190476190476,0.045454545454545456,21.0,0.20350977470308268,3
2018-01,ATL,CHS,262,8.537117903930131,-1.1754385964912282,0.12595419847328243,229.00000000000003,0.053998729952780294,1
2018-01,ATL,CID,31,4.709677419354839,-10.612903225806452,0.0,31.0,0.17960530202677488,3
2018-01,ATL,CLE,279,11.638686131386862,4.290441176470588,0.021505376344086023,273.0,0.05858094080443196,1
2018-01,ATL,CLT,451,4.168564920273348,-4.592255125284738,0.026607538802660754,439.0,0.045835260865582456,4
2018-01,ATL,CMH,305,10.328859060402685,5.932885906040268,0.022950819672131147,298.0,0.055945673319846796,4
2018-01,ATL,COS,23,21.043478260869566,3.8260869565217392,0.0,23.0,0.20851441405707477,3
2018-01,ATL,CRW,29,3.896551724137931,-7.517241379310345,0.0,29.0,0.18569533817705186,3
2018-01,ATL,CVG,199,9.235897435897435,1.6923076923076923,0.020100502512562814,195.0,0.06946323365659572,1
2018-01,ATL,DAB,119,7.423728813559322,3.52991452991453,0.008403361344537815,118.0,0.09089951483136885,0
2018-01,ATL,DAL,292,5.852112676056338,-2.8204225352112675,0.0273972602739726,284.0,0.05691727021181692,1
2018-01,ATL,DAY,115,7.2792792792792795,1.2363636363636363,0.034782608695652174,111.0,0.09000698583884768,0
2018-01,ATL,DCA,451,10.684684684684685,4.762443438914027,0.015521064301552107,444.0,0.046357302561090226,4
2018-01,ATL,DEN,349,11.936231884057971,-1.6144927536231883,0.011461318051575931,345.0,0.0529152624677379,4
2018-01,ATL,DFW,557,9.550091074681239,-0.1384335154826958,0.01436265709156194,549.0,0.041762794548521116,2
2018-01,ATL,DSM,71,6.942028985507246,-8.72463768115942,0.028169014084507043,69.0,0.1153351188948956,0
2018-01,ATL,DTW,463,9.416122004357298,0.8646288209606987,0.01079913606911447,458.0,0.04597206281896312,4
2018-01,ATL,ECP,133,13.147286821705427,5.186046511627907,0.03007518796992481,129.0,0.08410314742000864,0
2018-01,ATL,EGE,32,9.03125,-1.5161290322580645,0.0,32.0,0.1767766952966369,3
2018-01,ATL,ELP,61,9.830508474576272,-8.661016949152541,0.03278688524590164,59.0,0.12383894944329284,3
2018-01,ATL,EVV,29,4.178571428571429,-4.357142857142857,0.034482758620689655,28.0,0.17929205065370524,3
2018-01,ATL,EWR,482,16.514161220043572,6.276688453159041,0.04771784232365145,459.0,0.04337526370777866,4
2018-01,ATL,EYW,65,8.507692307692308,6.569230769230769,0.0,65.0,0.12403473458920845,3
2018-01,ATL,FAY,31,7.193548387096774,-6.586206896551724,0.03225806451612903,30.0,0.17381158260655635,3
2018-01,ATL,FLL,662,9.377300613496933,2.8849693251533743,0.015105740181268883,652.0,0.038279002452219005,2
2018-01,ATL,FNT,87,6.654761904761905,-2.0365853658536586,0.034482758620689655,84.0,0.10351431370847675,0
2018-01,ATL,FSD,19,10.947368421052632,-5.473684210526316,0.0,19.0,0.22941573387056177,3
2018-01,ATL,GNV,27,15.333333333333334,8.88888888888889,0.0,27.0,0.19245008972987526,3
2018-01,ATL,GPT,99,5.010526315789473,-5.621052631578947,0.04040404040404041,95.0,0.09644302267638903,0
2018-01,ATL,GRB,30,10.333333333333334,-3.5,0.0,30.0,0.18257418583505539,3
2018-01,ATL,GRR,125,6.8,-2.4166666666666665,0.04,120.0,0.08586501033599192,0
2018-01,ATL,GSO,208,5.911330049261084,-1.374384236453202,0.02403846153846154,203.0,0.06767075711161148,1
2018-01,ATL,GSP,306,9.387959866220736,0.0,0.02287581699346405,299.0,0.0558584716313836,4
2018-01,ATL,HDN,27,6.62962962962963,-1.4074074074074074,0.0,27.0,0.19245008972987526,3
2018-01,ATL,HIK,31,12.516129032258064,-7.161290322580645,0.0,31.0,0.17960530202677488,3
2018-01,ATL,HNL,31,12.516129032258064,-7.161290322580645,0.0,31.0,0.17960530202677488,3
2018-01,ATL,HOU,328,11.095541401273886,-2.1246006389776357,0.042682926829268296,314.0,0.05285899266387472,4
2018-01,ATL,HSV,192,8.127659574468085,0.425531914893617,0.020833333333333332,188.0,0.07066526732268857,1
2018-01,ATL,IAD,308,3.65,-6.23,0.025974025974025976,300.0,0.05550028074333017,4
2018-01,ATL,IAH,253,9.079166666666667,0.3739495798319328,0.05138339920948617,240.0,0.05963901471575635,1
2018-01,ATL,ICT,84,11.142857142857142,-1.8452380952380953,0.0,84.0,0.1091089451179962,0
2018-01,ATL,ILM,24,2.9130434782608696,-7.391304347826087,0.041666666666666664,23.0,0.19561897251393437,3
2018-01,ATL,IND,315,8.4983922829582,0.4533762057877814,0.012698412698412698,311.0,0.05562814248054363,4
2018-01,ATL,JAC,11,-0.09090909090909091,-12.0,0.0,11.0,0.30151134457776363,3
2018-01,ATL,JAN,164,6.35625,-0.30625,0.024390243902439025,160.0,0.07618232287249076,0
2018-01,ATL,JAX,419,8.171990171990172,2.2586206896551726,0.028639618138424822,407.0,0.04745405997127323,4
2018-01,ATL,JFK,201,19.08205128205128,9.580310880829016,0.029850746268656716,195.0,0.06842905228478939,1
2018-01,ATL,LAS,372,11.907859078590786,-5.799457994579946,0.008064516129032258,369.0,0.051429459053162214,4
2018-01,ATL,LAX,527,15.163147792706335,0.4277456647398844,0.011385199240986717,521.0,0.04306473711836162,2
2018-01,ATL,LEX,134,5.541984732824427,-2.267175572519084,0.022388059701492536,131.0,0.08445280876952102,0
2018-01,ATL,LFT,30,9.0,-2.5517241379310347,0.03333333333333333,29.0,0.17648837964055353,3
2018-01,ATL,LGA,691,16.19418960244648,3.76416539050536,0.053545586107091175,654.0,0.036004822750953756,2
2018-01,ATL,LIT,159,6.441558441558442,-2.909090909090909,0.031446540880503145,154.0,0.07681128566075106,0
2018-01,ATL,MCI,327,9.965079365079365,-0.7841269841269841,0.03669724770642202,315.0,0.0532707639256695,4
2018-01,ATL,MCO,776,11.212793733681462,7.785900783289817,0.01288659793814433,766.0,0.03543530602456105,2
2018-01,ATL,MDT,82,1.4683544303797469,-8.924050632911392,0.036585365853658534,79.0,0.10639134829162045,0
2018-01,ATL,MDW,305,12.467576791808874,4.585616438356165,0.03934426229508197,293.0,0.05500698752588964,4
2018-01,ATL,MEM,267,13.509578544061302,4.75095785440613,0.02247191011235955,261.0,0.059823747571351796,1
2018-01,ATL,MHT,31,19.0,11.67741935483871,0.0,31.0,0.17960530202677488,3
2018-01,ATL,MIA,474,12.536637931034482,6.502155172413793,0.02109704641350211,464.0,0.044962501782494974,4
2018-01,ATL,MKE,248,8.269387755102041,-2.5040983606557377,0.012096774193548387,245.0,0.06273191757065862,1
2018-01,ATL,MLB,133,5.198473282442748,-2.5801526717557253,0.015037593984962405,131.0,0.08540707218621033,0
2018-01,ATL,MOB,30,0.9655172413793104,-7.862068965517241,0.03333333333333333,29.0,0.17648837964055353,3
2018-01,ATL,MSN,84,8.679012345679013,-3.617283950617284,0.03571428571428571,81.0,0.10521219707806775,0
2018-01,ATL,MSP,407,11.256345177664974,-1.1195928753180662,0.03194103194103194,394.0,0.047984901537116514,4
2018-01,ATL,MSY,454,8.661327231121282,1.6796338672768878,0.037444933920704845,437.0,0.045174947621308,4
2018-01,ATL,MTJ,10,1.5,-19.5,0.0,10.0,0.3162277660168379,3
2018-01,ATL,MYR,84,11.08641975308642,5.0246913580246915,0.03571428571428571,81.0,0.10521219707806775,0
2018-01,ATL,OAK,31,10.161290322580646,-11.0,0.0,31.0,0.17960530202677488,3
2018-01,ATL,OKC,158,8.333333333333334,-5.673076923076923,0.012658227848101266,156.0,0.0785486938806417,0
2018-01,ATL,OMA,141,13.666666666666666,1.3695652173913044,0.02127659574468085,138.0,0.08242337950863803,0
2018-01,ATL,ORD,476,7.165236051502146,-3.4408602150537635,0.02100840336134454,466.0,0.04487200626209522,4
2018-01,ATL,ORF,201,15.77127659574468,8.16042780748663,0.06467661691542288,188.0,0.06597262476687386,1
2018-01,ATL,PBI,360,11.427350427350428,5.222222222222222,0.025,351.0,0.051387011977736166,4
2018-01,ATL,PDX,85,11.329411764705883,-5.576470588235294,0.0,85.0,0.10846522890932808,0
2018-01,ATL,PHF,30,25.275862068965516,11.241379310344827,0.03333333333333333,29.0,0.17648837964055353,3
2018-01,ATL,PHL,495,12.098326359832637,4.561181434599156,0.04040404040404041,475.0,0.04313063093199192,4
2018-01,ATL,PHX,278,13.703296703296703,2.553113553113553,0.017985611510791366,273.0,0.058897309095615226,1
2018-01,ATL,PIT,272,7.3745318352059925,0.8352059925093633,0.01838235294117647,267.0,0.059519312394026566,1
2018-01,ATL,PNS,203,3.888888888888889,-4.025252525252525,0.024630541871921183,198.0,0.06845751549558231,1
2018-01,ATL,PVD,81,20.56578947368421,11.960526315789474,0.06172839506172839,76.0,0.10425240054869683,0
2018-01,ATL,PWM,27,4.68,-4.32,0.07407407407407407,25.0,0.17819452752766227,3
2018-01,ATL,RDU,423,10.35960591133005,3.9236453201970445,0.04018912529550828,406.0,0.04666760169278581,4
2018-01,ATL,RIC,326,6.5141065830721,-0.6551724137931034,0.02147239263803681,319.0,0.0541956317249466,4
2018-01,ATL,RNO,6,20.0,2.1666666666666665,0.0,6.0,0.408248290463863,3
2018-01,ATL,ROA,31,7.8,-2.8,0.03225806451612903,30.0,0.17381158260655635,3
2018-01,ATL,ROC,81,12.405063291139241,4.1645569620253164,0.024691358024691357,79.0,0.1083676268861454,0
2018-01,ATL,RSW,307,5.5049504950495045,-1.198019801980198,0.013029315960912053,303.0,0.056329392214075215,4
2018-01,ATL,SAN,176,9.96,-11.293103448275861,0.005681818181818182,175.0,0.07494955298452931,1
2018-01,ATL,SAT,271,17.57089552238806,3.0634328358208953,0.01107011070110701,268.0,0.060073212588136866,1
2018-01,ATL,SAV,215,10.27450980392157,3.088235294117647,0.05116279069767442,204.0,0.0647101605823147,1
2018-01,ATL,SDF,221,5.797235023041475,-3.046082949308756,0.01809954751131222,217.0,0.06604977208018091,1
2018-01,ATL,SEA,193,9.973958333333334,-1.0416666666666667,0.0051813471502590676,192.0,0.07160861354598412,1
2018-01,ATL,SFO,270,10.67910447761194,-2.906367041198502,0.007407407407407408,268.0,0.06040726148616647,1
2018-01,ATL,SJC,78,15.923076923076923,-3.3076923076923075,0.0,78.0,0.11322770341445958,0
2018-01,ATL,SJU,106,9.885714285714286,5.6761904761904765,0.009433962264150943,105.0,0.09621227881840824,0
2018-01,ATL,SLC,230,14.995633187772926,0.9519650655021834,0.004347826086956522,229.0,0.0656513601772327,1
2018-01,ATL,SMF,79,9.714285714285714,-8.428571428571429,0.02531645569620253,77.0,0.10966046629278968,0
2018-01,ATL,SNA,89,10.123595505617978,-6.179775280898877,0.0,89.0,0.10599978800063599,0
2018-01,ATL,SRQ,177,9.364161849710984,2.9190751445086707,0.022598870056497175,173.0,0.07346596770875106,1
2018-01,ATL,STL,337,8.307926829268293,-1.1585365853658536,0.026706231454005934,328.0,0.05301868994377822,4
2018-01,ATL,STT,31,8.225806451612904,7.516129032258065,0.0,31.0,0.17960530202677488,3
2018-01,ATL,STX,20,10.75,-0.15,0.0,20.0,0.22360679774997896,3
2018-01,ATL,SYR,81,7.531645569620253,0.31645569620253167,0.024691358024691357,79.0,0.1083676268861454,0
2018-01,ATL,TLH,112,3.44954128440367,-4.743119266055046,0.026785714285714284,109.0,0.09196010615626288,0
2018-01,ATL,TPA,588,9.428571428571429,5.060975609756097,0.023809523809523808,574.0,0.0402574167292086,2
2018-01,ATL,TRI,26,12.615384615384615,7.153846153846154,0.0,26.0,0.19611613513818404,3
2018-01,ATL,TTN,17,-1.8125,-7.25,0.058823529411764705,16.0,0.2282688235636075,3
2018-01,ATL,TUL,122,8.01639344262295,-2.877049180327869,0.0,122.0,0.09053574604251853,0
2018-01,ATL,TUS,57,14.649122807017545,-5.017543859649122,0.0,57.0,0.13245323570650439,3
2018-01,ATL,TYS,99,3.752577319587629,-3.1030927835051547,0.020202020202020204,97.0,0.09847340210115511,0
2018-01,ATL,VPS,138,9.323529411764707,0.2867647058823529,0.014492753623188406,136.0,0.0838919479588332,0
2018-01,ATL,XNA,55,6.074074074074074,-0.42592592592592593,0.01818181818181818,54.0,0.1323883366291457,3
2018-01,ATW,ATL,31,7.290322580645161,-0.03225806451612903,0.0,31.0,0.17960530202677488,3
2018-01,ATW,AZA,9,5.888888888888889,-2.0,0.0,9.0,0.3333333333333333,3
2018-01,ATW,LAS,9,3.2222222222222223,-9.11111111111111,0.0,9.0,0.3333333333333333,3
2018-01,ATW,PIE,9,35.333333333333336,28.0,0.0,9.0,0.3333333333333333,3
2018-01,ATW,SFB,9,-1.2222222222222223,-7.777777777777778,0.0,9.0,0.3333333333333333,3
2018-01,AUS,ABQ,19,1.631578947368421,-5.526315789473684,0.0,19.0,0.22941573387056177,3
2018-01,AUS,ATL,303,5.873720136518771,2.583617747440273,0.033003300330033,293.0,0.05555250889738542,1
2018-01,AUS,BNA,64,7.7936507936507935,0.5555555555555556,0.015625,63.0,0.123046875,3
2018-01,AUS,BOS,81,21.12,14.066666666666666,0.07407407407407407,75.0,0.10288065843621398,0
2018-01,AUS,BWI,58,-1.4035087719298245,-7.175438596491228,0.017241379310344827,57.0,0.12904252884489975,3
2018-01,AUS,CLE,9,-4.333333333333333,-11.444444444444445,0.0,9.0,0.3333333333333333,3
2018-01,AUS,CLT,109,4.831775700934579,0.6981132075471698,0.01834862385321101,107.0,0.09402514909969101,0
2018-01,AUS,CVG,8,-2.125,-7.625,0.0,8.0,0.3535533905932738,3
2018-01,AUS,DAL,295,3.3240418118466897,-1.0592334494773519,0.02711864406779661,287.0,0.0566433424729695,1
2018-01,AUS,DCA,31,20.580645161290324,14.096774193548388,0.0,31.0,0.17960530202677488,3
2018-01,AUS,DEN,205,7.862068965517241,2.9408866995073892,0.00975609756097561,203.0,0.06916163416645092,1
2018-01,AUS,DFW,326,2.071207430340557,1.6222910216718267,0.009202453987730062,323.0,0.05487520077478918,4
2018-01,AUS,DTW,42,0.8780487804878049,-5.682926829268292,0.023809523809523808,41.0,0.1506294606772802,3
2018-01,AUS,ELP,63,6.258064516129032,-3.532258064516129,0.015873015873015872,62.0,0.12398834564323857,3
2018-01,AUS,EWR,81,6.972972972972973,2.095890410958904,0.08641975308641975,74.0,0.10150891632373113,0
2018-01,AUS,FLL,93,8.51086956521739,5.239130434782608,0.010752688172043012,92.0,0.10258016765075173,0
2018-01,AUS,HOU,159,7.554838709677419,9.754838709677419,0.025157232704402517,155.0,0.07731006024296373,0
2018-01,AUS,HRL,31,4.0,-4.533333333333333,0.03225806451612903,30.0,0.17381158260655635,3
2018-01,AUS,IAD,19,23.263157894736842,23.68421052631579,0.0,19.0,0.22941573387056177,3
2018-01,AUS,IAH,231,-2.340909090909091,-5.431818181818182,0.047619047619047616,220.0,0.06266206618664467,1
2018-01,AUS,IND,9,-1.5555555555555556,0.8888888888888888,0.0,9.0,0.3333333333333333,3
2018-01,AUS,JFK,168,11.29746835443038,7.258064516129032,0.05952380952380952,158.0,0.07255931337503131,1
2018-01,AUS,LAS,137,8.264705882352942,-2.0294117647058822,0.0072992700729927005,136.0,0.08481214704341569,0
2018-01,AUS,LAX,249,2.975609756097561,-7.747967479674797,0.012048192771084338,246.0,0.0626089018590448,1
2018-01,AUS,LBB,26,3.5384615384615383,1.5769230769230769,0.0,26.0,0.19611613513818404,3
2018-01,AUS,LGB,31,26.806451612903224,20.903225806451612,0.0,31.0,0.17960530202677488,3
2018-01,AUS,MCI,31,11.935483870967742,12.258064516129032,0.0,31.0,0.17960530202677488,3
2018-01,AUS,MCO,99,11.295918367346939,7.36734693877551,0.010101010101010102,98.0,0.09948859181353815,0
2018-01,AUS,MDW,68,9.378787878787879,6.136363636363637,0.029411764705882353,66.0,0.11770111214998512,0
2018-01,AUS,MEM,2,39.0,38.5,0.0,2.0,0.7071067811865476,3
2018-01,AUS,MSP,56,19.472727272727273,12.672727272727272,0.017857142857142856,55.0,0.1312443598677084,3
2018-01,AUS,MSY,69,12.059701492537313,8.73134328358209,0.028985507246376812,67.0,0.11689640806879038,0
2018-01,AUS,OAK,32,7.6875,-5.75,0.0,32.0,0.1767766952966369,3
2018-01,AUS,ONT,13,21.076923076923077,7.538461538461538,0.0,13.0,0.2773500981126146,3
2018-01,AUS,ORD,178,7.805714285714286,6.752873563218391,0.016853932584269662,175.0,0.07368991324397514,1
2018-01,AUS,PDX,31,-2.838709677419355,-5.838709677419355,0.0,31.0,0.17960530202677488,3
2018-01,AUS,PHL,56,8.354166666666666,3.3333333333333335,0.14285714285714285,48.0,0.11454053224818188,3
2018-01,AUS,PHX,227,15.657777777777778,13.493333333333334,0.00881057268722467,225.0,0.06578755291189149,1
2018-01,AUS,PIE,9,9.88888888888889,-2.888888888888889,0.0,9.0,0.3333333333333333,3
2018-01,AUS,PIT,9,17.22222222222222,16.444444444444443,0.0,9.0,0.3333333333333333,3
2018-01,AUS,RDU,13,10.23076923076923,-7.384615384615385,0.0,13.0,0.2773500981126146,3
2018-01,AUS,SAN,79,7.987179487179487,-2.4210526315789473,0.012658227848101266,78.0,0.11108462819269604,0
2018-01,AUS,SEA,90,-2.3820224719101124,-3.730337078651685,0.011111111111111112,89.0,0.10423804139073548,0
2018-01,AUS,SFB,9,9.666666666666666,15.444444444444445,0.0,9.0,0.3333333333333333,3
2018-01,AUS,SFO,73,8.154929577464788,1.1549295774647887,0.0273972602739726,71.0,0.11383454042363383,0
2018-01,AUS,SJC,58,7.189655172413793,-6.913793103448276,0.0,58.0,0.13130643285972257,3
2018-01,AUS,SLC,47,6.8936170212765955,-0.9565217391304348,0.0,47.0,0.14586499149789456,3
